NumeroCredito,NumeroCuota,CuotadelMes,AtrasoPago,CapitalPagado,InteresesPagados,IVA Pagado
300339,15,569.79,-4,309.41,224.46,35.91
300340,1,2030.09,10,990.36,896.32,143.41
300340,2,2003.51,3,1024.82,843.70,134.99
300340,3,2010.70,11,1060.49,819.15,131.06
300341,0,0.00,17,0.00,0.00,0.00
300342,0,0.00,9,0.00,0.00,0.00
300343,1,2208.48,-3,1099.94,955.63,152.90
300343,2,1859.63,-3,1119.09,638.40,102.14
300343,3,1863.56,3,1138.56,625.00,100.00
300343,4,1867.55,6,1158.36,611.37,97.82
300343,5,1871.62,9,1178.52,597.50,95.60
300343,6,1875.77,5,1199.03,583.39,93.34
300343,7,0.00,16,0.00,0.00,0.00
300344,1,1184.50,8,485.39,602.68,96.43
300344,2,986.47,0,493.85,424.67,67.95
300344,3,988.20,9,502.44,418.76,67.00
300344,4,0.00,1,0.00,0.00,0.00
300344,5,0.00,7,0.00,0.00,0.00
300344,6,0.00,5,0.00,0.00,0.00
300344,7,0.00,16,0.00,0.00,0.00
300345,1,0.00,17,0.00,0.00,0.00
300345,2,0.00,15,0.00,0.00,0.00
300345,3,0.00,11,0.00,0.00,0.00
300346,1,1883.45,8,823.58,913.68,146.19
300346,2,1666.11,1,852.24,701.61,112.26
300346,3,1672.09,10,881.90,681.20,108.99
300347,1,443.29,-2,144.32,257.74,41.24
300347,2,294.04,9,145.48,128.07,20.49
300347,3,294.27,15,146.64,127.27,20.36
300347,4,294.52,3,147.83,126.46,20.23
300347,5,294.75,-1,149.01,125.64,20.10
300347,6,294.99,-1,150.21,124.82,19.97
300347,7,295.24,7,151.41,123.99,19.84
300347,8,295.48,15,152.63,123.15,19.70
300347,9,295.73,0,153.86,122.30,19.57
300347,10,295.97,14,155.09,121.45,19.43
300347,11,296.23,13,156.34,120.60,19.30
300347,12,296.48,-4,157.59,119.73,19.16
300347,13,296.73,3,158.85,118.86,19.02
300347,14,297.00,-1,160.14,117.99,18.88
300348,1,2856.14,16,1392.86,1261.45,201.83
300348,2,2819.66,12,1442.30,1187.38,189.98
300348,3,0.00,9,0.00,0.00,0.00
300349,1,3992.03,19,2145.68,1591.69,254.67
300349,2,3618.39,12,2220.35,1205.21,192.83
300349,3,3633.98,4,2297.61,1152.04,184.33
300350,1,1296.63,14,711.08,504.78,80.77
300350,2,1005.01,9,716.79,248.46,39.75
300350,3,1006.17,-4,722.56,244.50,39.12
300350,4,1007.34,18,728.35,240.51,38.48
300350,5,1008.52,-3,734.21,236.48,37.84
300350,6,1009.71,5,740.10,232.42,37.19
300350,7,1010.91,5,746.05,228.33,36.53
300350,8,1012.12,19,752.03,224.21,35.87
300350,9,1013.34,20,758.08,220.05,35.21
300350,10,1014.57,12,764.17,215.86,34.54
300350,11,1015.81,15,770.30,211.65,33.86
300350,12,1017.05,5,776.49,207.38,33.18
300350,13,1018.31,10,782.72,203.09,32.50
300350,14,1019.58,18,789.01,198.77,31.80
300351,1,1184.50,1,485.39,602.68,96.43
300351,2,986.47,17,493.85,424.67,67.95
300351,3,988.20,-1,502.44,418.76,67.00
300351,4,989.95,-1,511.17,412.74,66.04
300351,5,991.75,-3,520.07,406.62,65.06
300351,6,993.58,-5,529.12,400.39,64.06
300351,7,995.43,12,538.33,394.05,63.05
300352,1,868.20,3,282.65,504.78,80.77
300352,2,575.88,-2,284.92,250.83,40.13
300352,3,576.35,15,287.21,249.26,39.88
300352,4,576.81,3,289.51,247.67,39.63
300352,5,577.28,7,291.84,246.06,39.37
300352,6,577.74,12,294.18,244.45,39.11
300352,7,578.23,1,296.55,242.83,38.85
300352,8,578.70,11,298.93,241.19,38.59
300352,9,579.19,1,301.33,239.54,38.33
300352,10,579.68,-3,303.75,237.87,38.06
300352,11,580.17,12,306.19,236.19,37.79
300352,12,580.66,4,308.64,234.50,37.52
300352,13,581.17,0,311.12,232.80,37.25
300352,14,581.67,12,313.63,231.08,36.97
300353,1,946.38,0,471.35,409.51,65.52
300353,2,796.89,11,479.55,273.57,43.77
300353,3,798.58,13,487.89,267.83,42.85
300353,4,800.28,8,496.38,261.98,41.92
300353,5,802.03,4,505.02,256.04,40.97
300353,6,803.79,20,513.80,250.00,40.00
300354,1,1416.90,-5,594.61,708.87,113.42
300354,2,1006.72,8,599.39,351.15,56.18
300354,3,1007.69,0,604.21,347.83,55.65
300354,4,1008.67,0,609.06,344.50,55.12
300354,5,1009.65,-5,613.95,341.12,54.58
300354,6,1010.65,2,618.87,337.74,54.04
300354,7,1011.65,-3,623.85,334.31,53.49
300354,8,1012.67,-5,628.86,330.87,52.94
300354,9,1013.69,6,633.91,327.39,52.38
300354,10,1014.71,10,639.00,323.89,51.82
300354,11,1015.75,11,644.13,320.36,51.26
300354,12,1016.79,10,649.30,316.80,50.69
300354,13,1017.84,-4,654.52,313.21,50.11
300354,14,1018.91,19,659.78,309.60,49.54
300355,1,1034.46,1,336.78,601.45,96.23
300355,2,686.16,16,339.49,298.86,47.82
300355,3,686.72,2,342.21,296.99,47.52
300355,4,687.27,10,344.96,295.10,47.22
300355,5,687.83,13,347.73,293.19,46.91
300355,6,688.40,6,350.52,291.27,46.60
300355,7,688.96,4,353.34,289.33,46.29
300355,8,689.53,-3,356.17,287.38,45.98
300355,9,690.11,-4,359.03,285.41,45.67
300355,10,690.69,14,361.91,283.43,45.35
300355,11,691.29,8,364.83,281.43,45.03
300355,12,691.88,1,367.76,279.41,44.71
300355,13,692.47,0,370.71,277.38,44.38
300355,14,693.07,5,373.69,275.33,44.05
300356,1,742.28,8,241.66,431.58,69.05
300356,2,492.37,7,243.60,214.45,34.31
300356,3,492.76,17,245.55,213.11,34.10
300356,4,493.17,9,247.53,211.75,33.88
300356,5,493.56,8,249.52,210.38,33.66
300356,6,493.96,16,251.52,209.00,33.44
300356,7,494.38,17,253.54,207.62,33.22
300356,8,494.77,19,255.57,206.21,32.99
300356,9,495.20,2,257.63,204.80,32.77
300356,10,495.61,9,259.70,203.37,32.54
300356,11,496.03,16,261.79,201.94,32.31
300356,12,496.45,18,263.89,200.49,32.08
300356,13,0.00,17,0.00,0.00,0.00
300356,14,0.00,18,0.00,0.00,0.00
300357,1,1008.98,18,423.43,504.78,80.77
300357,2,716.88,0,426.83,250.05,40.01
300357,3,717.57,-4,430.25,247.69,39.63
300357,4,718.27,11,433.71,245.32,39.25
300357,5,718.97,5,437.19,242.92,38.87
300357,6,719.68,17,440.70,240.50,38.48
300357,7,720.40,3,444.24,238.07,38.09
300357,8,721.13,20,447.81,235.61,37.70
300357,9,721.85,18,451.41,233.14,37.30
300357,10,722.57,2,455.03,230.64,36.90
300357,11,723.31,14,458.68,228.12,36.50
300357,12,724.05,11,462.37,225.59,36.09
300357,13,724.79,19,466.08,223.03,35.69
300357,14,725.57,11,469.83,220.46,35.27
300358,1,855.18,9,468.99,332.92,53.27
300358,2,662.85,0,472.76,163.87,26.22
300358,3,663.61,16,476.55,161.26,25.80
300358,4,664.37,3,480.38,158.62,25.38
300358,5,665.17,6,484.24,155.97,24.96
300358,6,665.95,7,488.13,153.30,24.53
300358,7,666.74,5,492.05,150.59,24.09
300358,8,667.54,4,496.00,147.87,23.66
300358,9,668.34,20,499.98,145.14,23.22
300358,10,669.14,-1,503.99,142.37,22.78
300358,11,669.96,-4,508.04,139.58,22.33
300358,12,670.79,9,512.12,136.78,21.89
300358,13,671.61,18,516.23,133.95,21.43
300358,14,672.45,6,520.39,131.09,20.97
300359,0,0.00,-1,0.00,0.00,0.00
300360,1,1811.23,2,923.15,765.59,122.49
300360,2,1560.73,18,939.21,535.79,85.73
300360,3,1564.03,6,955.56,524.55,83.93
300360,4,1567.39,5,972.19,513.10,82.10
300360,5,1570.80,15,989.10,501.46,80.23
300360,6,1574.28,18,1006.31,489.62,78.34
300361,1,2855.71,12,1248.72,1385.34,221.65
300361,2,2526.16,-2,1292.17,1063.79,170.21
300361,3,2535.24,19,1337.14,1032.84,165.26
300362,0,0.00,1,0.00,0.00,0.00
300363,1,1222.46,10,608.85,528.97,84.64
300363,2,1029.36,14,619.44,353.38,56.54
300363,3,1031.53,-3,630.22,345.96,55.35
300363,4,1033.75,-1,641.19,338.41,54.15
300363,5,1036.01,19,652.35,330.74,52.92
300363,6,1038.29,-5,663.70,322.93,51.67
300364,0,0.00,11,0.00,0.00,0.00
300365,1,2126.52,14,929.86,1031.60,165.06
300365,2,0.00,18,0.00,0.00,0.00
300365,3,0.00,6,0.00,0.00,0.00
300366,1,831.24,3,270.61,483.30,77.33
300366,2,551.38,19,272.80,240.15,38.42
300366,3,0.00,7,0.00,0.00,0.00
300366,4,0.00,-5,0.00,0.00,0.00
300366,5,0.00,10,0.00,0.00,0.00
300366,6,0.00,0,0.00,0.00,0.00
300366,7,0.00,16,0.00,0.00,0.00
300366,8,0.00,11,0.00,0.00,0.00
300366,9,0.00,13,0.00,0.00,0.00
300366,10,0.00,11,0.00,0.00,0.00
300366,11,0.00,19,0.00,0.00,0.00
300366,12,0.00,1,0.00,0.00,0.00
300366,13,0.00,2,0.00,0.00,0.00
300366,14,0.00,19,0.00,0.00,0.00
300367,1,2129.60,10,1060.66,921.50,147.44
300367,2,1793.20,14,1079.11,615.60,98.50
300367,3,1796.99,10,1097.89,602.68,96.43
300367,4,1800.85,9,1116.99,589.53,94.33
300367,5,1804.77,7,1136.42,576.16,92.19
300367,6,1808.77,-1,1156.21,562.55,90.01
300368,1,3645.67,3,1594.15,1768.56,282.97
300368,2,0.00,0,0.00,0.00,0.00
300368,3,0.00,4,0.00,0.00,0.00
300369,1,0.00,19,0.00,0.00,0.00
300369,2,0.00,5,0.00,0.00,0.00
300369,3,0.00,16,0.00,0.00,0.00
300369,4,0.00,-1,0.00,0.00,0.00
300369,5,0.00,0,0.00,0.00,0.00
300369,6,0.00,17,0.00,0.00,0.00
300369,7,0.00,-2,0.00,0.00,0.00
300369,8,0.00,-2,0.00,0.00,0.00
300369,9,0.00,10,0.00,0.00,0.00
300369,10,0.00,7,0.00,0.00,0.00
300369,11,0.00,6,0.00,0.00,0.00
300369,12,0.00,4,0.00,0.00,0.00
300369,13,0.00,-4,0.00,0.00,0.00
300369,14,0.00,2,0.00,0.00,0.00
300370,1,1735.19,20,864.22,750.84,120.13
300370,2,1460.35,6,878.50,501.59,80.25
300370,3,1464.18,17,894.56,491.06,78.57
300370,4,0.00,0,0.00,0.00,0.00
300370,5,0.00,2,0.00,0.00,0.00
300370,6,0.00,0,0.00,0.00,0.00
300371,1,2419.28,3,1598.77,707.33,113.17
300371,2,2257.77,11,1654.41,520.14,83.22
300371,3,2269.38,9,1711.98,480.52,76.88
300372,1,815.74,12,342.33,408.11,65.30
300372,2,579.60,0,345.08,202.17,32.35
300372,3,580.15,14,347.85,200.26,32.04
300372,4,580.71,1,350.64,198.33,31.73
300372,5,581.29,-5,353.47,196.40,31.42
300372,6,581.86,13,356.31,194.45,31.11
300372,7,582.44,4,359.17,192.48,30.80
300372,8,583.01,18,362.05,190.49,30.48
300372,9,583.60,15,364.95,188.49,30.16
300372,10,584.20,-1,367.89,186.47,29.84
300372,11,584.79,2,370.84,184.44,29.51
300372,12,585.40,-4,373.82,182.39,29.18
300372,13,586.00,-4,376.83,180.32,28.85
300372,14,586.62,7,379.85,178.24,28.52
300373,1,794.29,8,258.59,461.81,73.89
300373,2,526.86,11,260.67,229.48,36.72
300373,3,527.28,9,262.76,228.03,36.49
300373,4,527.71,2,264.87,226.59,36.25
300373,5,528.14,19,267.00,225.12,36.02
300373,6,528.58,18,269.15,223.65,35.78
300373,7,529.01,13,271.30,222.16,35.55
300373,8,529.45,-3,273.48,220.66,35.31
300373,9,529.89,19,275.68,219.14,35.06
300373,10,530.34,4,277.89,217.63,34.82
300373,11,530.79,15,280.13,216.09,34.57
300373,12,531.24,15,282.37,214.54,34.33
300373,13,531.70,14,284.64,212.98,34.08
300373,14,532.16,3,286.93,211.41,33.82
300374,1,1056.43,10,432.91,537.51,86.00
300374,2,879.80,-1,440.44,378.75,60.60
300374,3,881.35,10,448.10,373.48,59.76
300374,4,882.92,-1,455.90,368.12,58.90
300374,5,884.53,-1,463.84,362.66,58.03
300374,6,886.15,19,471.91,357.10,57.14
300375,1,1266.15,10,791.12,409.51,65.52
300375,2,1117.79,0,804.89,269.74,43.16
300375,3,1120.60,3,818.89,260.10,41.62
300375,4,1123.49,3,833.14,250.30,40.05
300375,5,1126.41,4,847.64,240.32,38.45
300375,6,1129.39,16,862.39,230.17,36.83
300376,1,849.71,-2,276.63,494.04,79.05
300376,2,563.63,-4,278.85,245.49,39.28
300376,3,564.08,19,281.10,243.95,39.03
300376,4,564.54,-3,283.35,242.40,38.78
300376,5,565.00,15,285.63,240.83,38.53
300376,6,565.46,19,287.92,239.25,38.28
300376,7,565.93,8,290.24,237.66,38.03
300376,8,566.40,-5,292.57,236.06,37.77
300376,9,566.86,15,294.92,234.44,37.51
300376,10,567.35,-3,297.28,232.81,37.25
300376,11,567.83,6,299.67,231.16,36.99
300376,12,568.31,5,302.08,229.52,36.72
300376,13,568.79,4,304.50,227.84,36.45
300376,14,569.29,9,306.95,226.16,36.19
300377,1,2794.94,13,1222.14,1355.86,216.94
300377,2,2472.42,15,1264.68,1041.15,166.58
300377,3,2481.29,11,1308.69,1010.86,161.74
300378,1,662.05,18,363.08,257.74,41.24
300378,2,513.15,19,365.99,126.86,20.30
300378,3,513.75,4,368.93,124.84,19.97
300378,4,514.34,18,371.89,122.80,19.65
300378,5,514.93,-1,374.87,120.74,19.32
300378,6,515.55,4,377.89,118.67,18.99
300378,7,516.15,8,380.92,116.59,18.65
300378,8,516.77,3,383.98,114.48,18.32
300378,9,517.40,11,387.06,112.36,17.98
300378,10,518.03,4,390.18,110.22,17.64
300378,11,518.65,-4,393.30,108.06,17.29
300378,12,519.29,6,396.46,105.89,16.94
300378,13,519.94,-4,399.65,103.70,16.59
300378,14,520.58,1,402.85,101.49,16.24
300379,1,515.17,4,216.20,257.74,41.24
300379,2,366.03,7,217.93,127.67,20.43
300379,3,366.38,-2,219.68,126.47,20.23
300379,4,366.74,-2,221.45,125.25,20.04
300379,5,367.10,15,223.23,124.03,19.84
300379,6,367.46,0,225.01,122.80,19.65
300379,7,367.82,3,226.82,121.55,19.45
300379,8,0.00,17,0.00,0.00,0.00
300379,9,0.00,-1,0.00,0.00,0.00
300379,10,0.00,14,0.00,0.00,0.00
300379,11,0.00,8,0.00,0.00,0.00
300379,12,0.00,18,0.00,0.00,0.00
300379,13,0.00,7,0.00,0.00,0.00
300379,14,0.00,17,0.00,0.00,0.00
300380,1,3402.61,10,1487.86,1650.64,264.10
300380,2,3009.95,-2,1539.64,1267.51,202.80
300380,3,3020.76,4,1593.22,1230.64,196.90
300381,1,0.00,17,0.00,0.00,0.00
300381,2,0.00,4,0.00,0.00,0.00
300381,3,0.00,-1,0.00,0.00,0.00
300381,4,0.00,20,0.00,0.00,0.00
300381,5,0.00,15,0.00,0.00,0.00
300381,6,0.00,4,0.00,0.00,0.00
300381,7,0.00,5,0.00,0.00,0.00
300381,8,0.00,8,0.00,0.00,0.00
300381,9,0.00,-5,0.00,0.00,0.00
300381,10,0.00,-5,0.00,0.00,0.00
300381,11,0.00,0,0.00,0.00,0.00
300381,12,0.00,1,0.00,0.00,0.00
300381,13,0.00,20,0.00,0.00,0.00
300381,14,0.00,-1,0.00,0.00,0.00
300382,1,443.29,14,144.32,257.74,41.24
300382,2,294.04,-2,145.48,128.07,20.49
300382,3,294.27,1,146.64,127.27,20.36
300382,4,294.52,13,147.83,126.46,20.23
300382,5,294.75,1,149.01,125.64,20.10
300382,6,294.99,5,150.21,124.82,19.97
300382,7,295.24,10,151.41,123.99,19.84
300382,8,295.48,10,152.63,123.15,19.70
300382,9,295.73,13,153.86,122.30,19.57
300382,10,295.97,20,155.09,121.45,19.43
300382,11,296.23,4,156.34,120.60,19.30
300382,12,296.48,5,157.59,119.73,19.16
300382,13,296.73,0,158.85,118.86,19.02
300382,14,297.00,11,160.14,117.99,18.88
300383,1,827.58,-3,453.86,322.18,51.55
300383,2,641.45,2,457.50,158.58,25.37
300383,3,642.19,6,461.17,156.05,24.97
300383,4,642.95,-2,464.88,153.51,24.56
300383,5,643.69,12,468.61,150.93,24.15
300383,6,644.46,6,472.38,148.35,23.74
300383,7,645.23,-1,476.18,145.73,23.32
300383,8,646.00,6,480.00,143.10,22.90
300383,9,646.78,9,483.85,140.46,22.47
300383,10,647.56,12,487.74,137.78,22.04
300383,11,648.35,18,491.66,135.08,21.61
300383,12,649.15,7,495.60,132.37,21.18
300383,13,649.95,-1,499.58,129.63,20.74
300383,14,648.17,9,501.01,126.87,20.30
300384,1,1822.68,12,797.01,884.20,141.47
300384,2,1612.34,2,824.74,678.97,108.63
300384,3,1618.13,20,853.44,659.22,105.47
300385,1,794.28,13,333.33,397.37,63.58
300385,2,564.34,-2,336.00,196.84,31.50
300385,3,564.89,-1,338.70,194.99,31.20
300385,4,565.43,15,341.42,193.12,30.90
300385,5,565.90,7,344.08,191.23,30.60
300385,6,566.54,-2,346.92,189.33,30.29
300385,7,567.11,2,349.72,187.41,29.99
300385,8,567.67,8,352.52,185.48,29.68
300385,9,568.23,20,355.35,183.52,29.36
300385,10,568.82,9,358.21,181.56,29.05
300385,11,569.39,13,361.08,179.58,28.73
300385,12,569.98,-1,363.98,177.58,28.41
300385,13,570.58,13,366.91,175.58,28.09
300385,14,571.17,0,369.86,173.55,27.77
300386,1,4637.41,11,3064.61,1355.86,216.94
300386,2,4327.82,5,3171.27,997.03,159.52
300386,3,4350.07,-2,3281.62,921.08,147.37
300388,1,812.78,16,264.61,472.56,75.61
300388,2,539.13,7,266.73,234.82,37.57
300388,3,539.55,12,268.88,233.34,37.33
300388,4,539.99,-5,271.03,231.86,37.10
300388,5,540.43,10,273.21,230.36,36.86
300388,6,540.86,13,275.40,228.85,36.62
300388,7,541.32,11,277.61,227.33,36.37
300388,8,541.77,2,279.85,225.80,36.13
300388,9,542.22,1,282.09,224.25,35.88
300388,10,542.67,1,284.36,222.68,35.63
300388,11,543.13,-3,286.64,221.12,35.38
300388,12,543.59,9,288.94,219.53,35.12
300388,13,544.06,-3,291.26,217.93,34.87
300388,14,544.54,20,293.60,216.33,34.61
300389,1,2208.48,9,1099.94,955.63,152.90
300389,2,1859.63,9,1119.09,638.40,102.14
300389,3,0.00,7,0.00,0.00,0.00
300389,4,0.00,-4,0.00,0.00,0.00
300389,5,0.00,14,0.00,0.00,0.00
300389,6,0.00,13,0.00,0.00,0.00
300390,1,1774.03,5,953.52,707.33,113.17
300390,2,0.00,15,0.00,0.00,0.00
300390,3,0.00,5,0.00,0.00,0.00
300391,1,0.00,-4,0.00,0.00,0.00
300391,2,0.00,13,0.00,0.00,0.00
300391,3,0.00,9,0.00,0.00,0.00
300391,4,0.00,12,0.00,0.00,0.00
300391,5,0.00,11,0.00,0.00,0.00
300391,6,0.00,-5,0.00,0.00,0.00
300391,7,0.00,2,0.00,0.00,0.00
300391,8,0.00,10,0.00,0.00,0.00
300391,9,0.00,3,0.00,0.00,0.00
300391,10,0.00,4,0.00,0.00,0.00
300391,11,0.00,-5,0.00,0.00,0.00
300391,12,0.00,8,0.00,0.00,0.00
300391,13,0.00,-3,0.00,0.00,0.00
300392,1,1325.34,3,828.10,428.65,68.58
300392,2,1170.03,-2,842.51,282.35,45.18
300392,3,1172.99,9,857.17,272.26,43.56
300392,4,0.00,5,0.00,0.00,0.00
300392,5,0.00,20,0.00,0.00,0.00
300392,6,0.00,13,0.00,0.00,0.00
300393,1,1034.46,5,336.78,601.45,96.23
300393,2,686.16,13,339.49,298.86,47.82
300393,3,686.72,9,342.21,296.99,47.52
300393,4,687.27,18,344.96,295.10,47.22
300393,5,687.83,20,347.73,293.19,46.91
300393,6,688.40,1,350.52,291.27,46.60
300393,7,0.00,6,0.00,0.00,0.00
300393,8,0.00,-2,0.00,0.00,0.00
300393,9,0.00,-3,0.00,0.00,0.00
300393,10,0.00,15,0.00,0.00,0.00
300393,11,0.00,8,0.00,0.00,0.00
300393,12,0.00,12,0.00,0.00,0.00
300393,13,0.00,-2,0.00,0.00,0.00
300394,1,1015.99,7,330.76,590.71,94.51
300394,2,673.91,-4,333.42,293.53,46.96
300394,3,674.45,20,336.10,291.68,46.67
300394,4,675.00,11,338.80,289.83,46.37
300394,5,675.55,3,341.52,287.95,46.07
300394,6,676.10,-2,344.27,286.06,45.77
300394,7,676.66,-2,347.03,284.17,45.47
300394,8,0.00,2,0.00,0.00,0.00
300394,9,0.00,9,0.00,0.00,0.00
300394,10,0.00,18,0.00,0.00,0.00
300394,11,0.00,15,0.00,0.00,0.00
300394,12,0.00,2,0.00,0.00,0.00
300394,13,0.00,8,0.00,0.00,0.00
300395,1,5544.83,19,3664.28,1621.17,259.39
300395,2,0.00,20,0.00,0.00,0.00
300395,3,0.00,2,0.00,0.00,0.00
300396,1,1312.57,-3,537.88,667.84,106.85
300396,2,0.00,11,0.00,0.00,0.00
300396,3,0.00,11,0.00,0.00,0.00
300396,4,0.00,9,0.00,0.00,0.00
300396,5,0.00,-3,0.00,0.00,0.00
300396,6,0.00,-5,0.00,0.00,0.00
300397,1,0.00,-3,0.00,0.00,0.00
300397,2,0.00,15,0.00,0.00,0.00
300397,3,0.00,-3,0.00,0.00,0.00
300397,4,0.00,3,0.00,0.00,0.00
300397,5,0.00,18,0.00,0.00,0.00
300397,6,0.00,-3,0.00,0.00,0.00
300399,1,965.55,18,529.51,375.89,60.14
300399,2,748.39,-1,533.77,185.02,29.60
300399,3,749.25,15,538.05,182.07,29.13
300399,4,750.12,7,542.37,179.09,28.65
300399,5,751.00,7,546.73,176.10,28.18
300399,6,751.88,3,551.12,173.07,27.69
300399,7,752.79,-4,555.55,170.03,27.21
300399,8,753.68,0,560.01,166.96,26.71
300399,9,754.59,6,564.51,163.86,26.22
300399,10,755.49,-5,569.03,160.74,25.72
300399,11,756.43,12,573.61,157.60,25.22
300399,12,757.35,18,578.21,154.43,24.71
300399,13,758.29,0,582.86,151.24,24.20
300400,1,2794.94,8,1222.14,1355.86,216.94
300400,2,0.00,16,0.00,0.00,0.00
300400,3,0.00,17,0.00,0.00,0.00
300401,1,554.12,5,180.40,322.18,51.55
300401,2,367.56,5,181.85,160.09,25.61
300401,3,367.86,-4,183.31,159.09,25.45
300401,4,368.16,-2,184.79,158.07,25.29
300401,5,368.46,9,186.27,157.06,25.13
300401,6,368.75,3,187.76,156.02,24.96
300401,7,369.06,17,189.27,154.99,24.80
300401,8,369.37,-3,190.80,153.94,24.63
300401,9,369.68,11,192.33,152.89,24.46
300401,10,369.99,12,193.87,151.82,24.29
300401,11,370.30,-3,195.42,150.75,24.12
300401,12,370.62,19,197.00,149.68,23.95
300401,13,370.93,9,198.57,148.59,23.77
300402,1,2855.71,8,1248.72,1385.34,221.65
300402,2,2526.16,3,1292.17,1063.79,170.21
300402,3,2535.24,12,1337.14,1032.84,165.26
300403,1,665.46,7,279.27,332.92,53.27
300403,2,472.81,2,281.51,164.91,26.39
300403,3,473.27,-4,283.77,163.36,26.14
300403,4,473.73,13,286.05,161.79,25.89
300403,5,474.20,10,288.35,160.21,25.63
300403,6,474.66,-3,290.66,158.62,25.38
300403,7,475.13,0,292.99,157.01,25.12
300403,8,475.60,-1,295.35,155.39,24.86
300403,9,476.08,4,297.72,153.76,24.60
300403,10,476.57,-5,300.11,152.12,24.34
300403,11,477.06,6,302.52,150.46,24.07
300403,12,477.54,-3,304.95,148.78,23.81
300403,13,478.04,0,307.40,147.10,23.54
300404,1,868.20,13,282.65,504.78,80.77
300404,2,575.88,2,284.92,250.83,40.13
300404,3,576.35,7,287.21,249.26,39.88
300404,4,576.81,-5,289.51,247.67,39.63
300404,5,577.28,7,291.84,246.06,39.37
300404,6,577.74,8,294.18,244.45,39.11
300404,7,578.23,13,296.55,242.83,38.85
300404,8,578.70,18,298.93,241.19,38.59
300404,9,579.19,-2,301.33,239.54,38.33
300404,10,579.68,9,303.75,237.87,38.06
300404,11,580.17,18,306.19,236.19,37.79
300404,12,580.66,6,308.64,234.50,37.52
300404,13,581.17,-1,311.12,232.80,37.25
300405,1,0.00,13,0.00,0.00,0.00
300405,2,0.00,2,0.00,0.00,0.00
300405,3,0.00,10,0.00,0.00,0.00
300406,1,2126.52,2,929.86,1031.60,165.06
300406,2,1881.13,-1,962.22,792.16,126.75
300406,3,1887.87,3,995.70,769.11,123.06
300407,1,2113.02,16,865.89,1075.11,172.02
300407,2,1759.74,-4,880.96,757.57,121.21
300407,3,1762.83,18,896.29,747.02,119.52
300407,4,1765.97,-1,911.88,736.28,117.81
300407,5,1769.18,3,927.75,725.37,116.06
300407,6,1772.44,-2,943.89,714.26,114.28
300408,1,4738.24,20,3131.25,1385.34,221.65
300408,2,4421.91,19,3240.21,1018.70,162.99
300408,3,4444.66,8,3352.97,941.11,150.58
300409,1,572.61,6,186.42,332.92,53.27
300409,2,379.82,4,187.92,165.43,26.47
300409,3,380.12,20,189.42,164.40,26.30
300409,4,380.42,7,190.94,163.34,26.14
300409,5,380.74,4,192.49,162.29,25.97
300409,6,381.04,12,194.03,161.22,25.80
300409,7,381.36,12,195.58,160.15,25.62
300409,8,381.68,-1,197.15,159.07,25.45
300409,9,382.00,7,198.74,157.99,25.28
300409,10,382.33,19,200.34,156.89,25.10
300409,11,382.64,-3,201.95,155.77,24.92
300409,12,382.97,13,203.57,154.66,24.75
300409,13,0.00,3,0.00,0.00,0.00
300410,1,812.78,-3,264.61,472.56,75.61
300410,2,539.13,11,266.73,234.82,37.57
300410,3,539.55,11,268.88,233.34,37.33
300410,4,539.99,-1,271.03,231.86,37.10
300410,5,540.43,7,273.21,230.36,36.86
300410,6,540.86,4,275.40,228.85,36.62
300410,7,541.32,-5,277.61,227.33,36.37
300410,8,0.00,0,0.00,0.00,0.00
300410,9,0.00,5,0.00,0.00,0.00
300410,10,0.00,9,0.00,0.00,0.00
300410,11,0.00,20,0.00,0.00,0.00
300410,12,0.00,12,0.00,0.00,0.00
300410,13,0.00,-2,0.00,0.00,0.00
300411,1,1217.78,6,485.39,631.37,101.02
300411,2,986.47,20,493.85,424.67,67.95
300411,3,988.20,4,502.44,418.76,67.00
300411,4,989.95,10,511.17,412.74,66.04
300411,5,991.75,-5,520.07,406.62,65.06
300411,6,993.58,12,529.12,400.39,64.06
300412,1,2673.41,5,1169.01,1296.90,207.50
300412,2,2364.91,-3,1209.69,995.88,159.34
300412,3,2373.39,-4,1251.78,966.91,154.70
300413,1,946.38,15,471.35,409.51,65.52
300413,2,796.89,20,479.55,273.57,43.77
300413,3,798.58,12,487.89,267.83,42.85
300413,4,800.28,5,496.38,261.98,41.92
300413,5,0.00,17,0.00,0.00,0.00
300413,6,0.00,14,0.00,0.00,0.00
300414,1,0.00,2,0.00,0.00,0.00
300414,2,0.00,3,0.00,0.00,0.00
300414,3,0.00,1,0.00,0.00,0.00
300414,4,0.00,13,0.00,0.00,0.00
300414,5,0.00,4,0.00,0.00,0.00
300414,6,0.00,14,0.00,0.00,0.00
300415,0,0.00,4,0.00,0.00,0.00
300416,1,5645.65,10,3730.91,1650.64,264.10
300416,2,0.00,15,0.00,0.00,0.00
300416,3,0.00,19,0.00,0.00,0.00
300417,1,4901.75,19,3239.29,1433.15,229.30
300417,2,4574.50,18,3352.02,1053.86,168.62
300417,3,0.00,-1,0.00,0.00,0.00
300418,0,0.00,-4,0.00,0.00,0.00
300419,1,0.00,16,0.00,0.00,0.00
300419,2,0.00,7,0.00,0.00,0.00
300419,3,0.00,0,0.00,0.00,0.00
300420,1,3474.50,7,1867.50,1385.34,221.65
300420,2,3149.29,12,1932.49,1048.97,167.83
300420,3,0.00,17,0.00,0.00,0.00
