,precio,enganche_porcentaje,tasa_interes_anual,plazo_meses,fecha_solicitud,edad,estado_civil,vivienda_no_propia,ingresos_mensuales,gastos_mensuales,dependientes_economicos,escolaridad_licenciatura,credito_max_otorgado,creditos_activos,atraso_max_otras_instituciones,score_crediticio
1530,50000,0.4,80,12,25/10/2022,38,soltero,0,40032.31462,30263.60098,1,0,11339.42592,2.0,23.0,626.0
4897,15000,0.1,60,24,16/09/2022,74,soltero,0,22554.94965,13593.28977,1,0,,,,
4798,34000,0.3,120,6,06/02/2023,60,soltero,1,16033.95209,11442.96623,2,0,,,,
4947,60000,0.1,120,24,19/03/2023,39,casado,0,70009.44191,33751.92127,0,0,36490.8951,2.0,11.0,454.0
5120,50000,0.4,80,12,05/10/2022,48,casado,0,48735.79221,38077.81942,0,0,,,,
343,15000,0.3,60,24,20/11/2022,41,casado,1,55672.3864,40340.98265,2,0,55735.23938,0.0,27.0,453.0
5826,34000,0.4,60,18,29/07/2022,38,divorciado,0,31233.64979,23072.67957,1,0,,,,
3596,60000,0.3,60,24,21/05/2023,47,soltero,1,35410.26809,21727.8702,2,0,97213.76451,1.0,94.0,706.0
4233,22000,0.1,80,12,02/10/2022,21,divorciado,0,8643.359431,6519.625417,0,0,38320.78933,0.0,12.0,613.0
1445,15000,0.2,80,12,16/03/2023,37,divorciado,0,5000.0,5000.0,4,1,,,,
3886,50000,0.3,60,12,22/12/2022,48,casado,0,31289.41405,24504.99467,4,0,78683.00062,0.0,15.0,714.0
2231,15000,0.2,120,12,18/02/2023,48,soltero,0,14212.39184,12815.49464,3,1,,,,
4507,50000,0.2,60,24,11/02/2023,32,divorciado,0,5000.0,5000.0,3,1,59974.51184,1.0,31.0,534.0
813,50000,0.1,60,18,09/02/2023,19,divorciado,1,41867.27289,16401.00277,2,0,99848.52932,1.0,67.0,729.0
2443,34000,0.4,80,18,28/01/2023,44,union libre,0,30648.50813,9936.601373,0,1,68198.27483,0.0,9.0,603.0
5969,45000,0.3,120,24,04/02/2023,47,casado,0,37572.29467,12640.51887,1,0,90633.42677,2.0,6.0,661.0
4252,60000,0.2,60,18,26/02/2023,37,casado,1,30820.61666,20837.37363,1,0,77086.72798,0.0,76.0,485.0
4260,50000,0.2,60,12,25/05/2023,52,casado,0,42166.12816,19748.00327,0,0,75688.87817,4.0,98.0,548.0
2128,45000,0.2,80,6,12/05/2023,30,soltero,0,29652.86174,10658.87093,3,0,16619.10935,3.0,32.0,586.0
2995,50000,0.4,80,12,20/09/2022,20,soltero,1,5000.0,2231.777506,0,0,,,,
2219,34000,0.2,120,24,28/07/2022,66,soltero,1,40467.41253,32496.20708,1,1,,,,
1501,34000,0.1,60,12,08/05/2023,18,divorciado,0,28164.40523,16430.21634,1,1,,,,
2826,60000,0.4,120,12,29/10/2022,29,soltero,0,26666.25913,20631.93971,0,0,,,,
5015,34000,0.4,80,18,20/10/2022,32,soltero,0,23161.27819,13682.25016,0,0,106547.9274,2.0,71.0,684.0
4703,45000,0.2,120,6,21/12/2022,22,casado,0,21071.11619,16854.45887,1,1,,,,
1377,22000,0.1,120,18,31/10/2022,31,union libre,0,37638.21695,17674.78441,2,1,,,,
2303,45000,0.3,80,24,02/02/2023,66,union libre,0,19825.52094,16877.34343,0,0,34934.21146,1.0,98.0,433.0
935,22000,0.2,120,24,31/05/2023,62,soltero,0,12202.9985,8209.331321,0,1,44471.09911,2.0,33.0,712.0
315,45000,0.3,80,6,21/07/2022,39,casado,0,39856.9918,17037.08547,0,0,65820.39828,0.0,59.0,619.0
5913,50000,0.2,60,24,05/02/2023,42,union libre,1,26341.1292,13883.32313,0,0,25083.59514,3.0,42.0,538.0
1663,15000,0.1,60,24,22/01/2023,49,divorciado,0,27309.1533,20208.19363,0,0,12473.86,0.0,26.0,629.0
4143,15000,0.2,60,24,18/05/2023,36,soltero,0,24374.62541,14184.64304,2,0,82861.62235,2.0,31.0,628.0
3551,50000,0.2,60,24,10/02/2023,24,casado,0,30898.05627,16821.17857,2,1,47472.84039,2.0,86.0,566.0
2211,22000,0.3,80,12,07/02/2023,51,divorciado,0,8073.642502,2519.238663,3,0,66630.58038,0.0,7.0,589.0
5267,50000,0.1,120,24,18/05/2023,47,union libre,0,37499.28089,13827.95062,0,0,,,,
5405,50000,0.1,80,24,04/06/2023,18,casado,0,35563.45496,26878.69973,2,0,,,,
2588,45000,0.2,120,24,29/01/2023,60,divorciado,0,18635.31172,16199.35042,3,1,47994.14165,4.0,13.0,558.0
2155,45000,0.2,80,12,29/10/2022,71,divorciado,0,20697.79219,13886.3325,0,1,98559.45534,2.0,57.0,530.0
3556,22000,0.1,120,18,17/01/2023,41,union libre,1,24452.93466,21308.33386,0,0,55154.43454,1.0,31.0,531.0
3034,34000,0.4,80,24,05/04/2023,83,casado,0,18039.34671,14860.46153,2,1,47031.25128,0.0,34.0,655.0
4351,34000,0.1,60,24,16/05/2023,43,soltero,1,36693.43427,16479.6181,3,0,,,,
3953,34000,0.2,120,12,30/06/2023,53,soltero,0,27838.92593,20365.17926,2,0,64537.52046,0.0,64.0,482.0
3891,34000,0.4,120,18,29/11/2022,54,divorciado,0,48452.10271,30993.70251,0,0,96511.68335,1.0,53.0,611.0
2536,60000,0.1,60,12,22/02/2023,42,casado,0,18191.83185,7932.093282,0,1,,,,
3993,22000,0.3,80,12,16/07/2022,45,divorciado,1,11875.25018,10377.8263,4,0,,,,
917,34000,0.2,80,12,18/12/2022,51,soltero,0,46518.37115,23110.50553,1,1,,,,
3682,50000,0.3,80,6,17/02/2023,33,soltero,0,60226.25049,41272.73352,0,0,8165.762814,2.0,21.0,589.0
5651,22000,0.1,60,18,15/07/2022,41,casado,0,19956.44686,6860.49645,0,1,38807.0542,0.0,6.0,612.0
4819,50000,0.4,60,12,10/04/2023,46,casado,1,20352.34376,11304.28454,0,1,32111.48688,1.0,57.0,668.0
1631,34000,0.3,120,18,23/04/2023,48,viudo,1,26465.38753,19484.04704,1,0,,,,
5418,15000,0.4,60,24,08/07/2022,40,casado,0,22476.3737,10748.20624,1,1,,,,
4422,22000,0.1,60,24,25/09/2022,36,union libre,0,52297.06981,38220.39747,0,0,,,,
2728,60000,0.2,60,6,15/01/2023,45,divorciado,1,26745.39248,21574.58105,0,0,,,,
4631,22000,0.3,60,18,31/01/2023,41,divorciado,0,27263.79426,13450.52045,2,0,,,,
3290,50000,0.3,60,18,23/12/2022,31,divorciado,0,5000.0,5000.0,0,1,97569.81974,1.0,54.0,599.0
2275,22000,0.2,60,18,11/08/2022,56,divorciado,0,5000.0,2627.539366,0,1,66389.26375,2.0,2.0,629.0
2328,50000,0.1,80,6,15/12/2022,58,casado,1,16841.50634,5175.04965,4,0,24026.64618,2.0,21.0,538.0
5278,15000,0.3,80,12,25/04/2023,51,divorciado,0,17626.53198,6321.896786,1,1,,,,
5791,60000,0.1,120,12,24/11/2022,39,casado,0,44461.21355,24938.81632,0,1,60032.33733,1.0,0.0,614.0
1741,22000,0.2,120,24,16/10/2022,18,casado,0,29543.79294,14783.32423,2,0,67989.50018,0.0,7.0,580.0
2916,34000,0.3,80,6,08/09/2022,28,soltero,0,32991.39666,18028.26134,0,0,,,,
745,22000,0.1,80,6,12/03/2023,39,soltero,0,20116.68006,10071.61388,0,0,,,,
4205,50000,0.1,120,12,06/04/2023,66,soltero,0,28907.80083,10578.74443,1,0,53175.30717,0.0,1.0,560.0
1391,34000,0.2,60,6,06/02/2023,52,divorciado,0,5000.0,5000.0,0,1,34089.52908,0.0,39.0,383.0
4141,60000,0.4,120,12,13/06/2023,46,divorciado,1,8946.416396,8913.36381,2,1,16341.78334,1.0,38.0,547.0
2039,22000,0.1,80,12,02/12/2022,50,soltero,1,27668.39038,18325.50633,1,0,,,,
609,50000,0.2,120,24,28/03/2023,45,casado,0,20333.98042,12487.41007,0,0,69520.74528,1.0,16.0,576.0
5333,45000,0.1,120,6,09/05/2023,39,divorciado,0,5000.0,1512.741952,1,0,95602.44791,1.0,12.0,665.0
2880,15000,0.1,80,24,30/03/2023,30,soltero,0,28080.3343,12977.81984,3,1,48477.184,0.0,56.0,492.0
173,34000,0.3,60,12,15/11/2022,56,divorciado,0,5000.0,4617.972762,1,0,,,,
3407,34000,0.4,60,18,15/05/2023,44,soltero,0,44329.38376,26611.60737,1,1,,,,
4897,15000,0.1,60,24,16/09/2022,74,soltero,0,22554.94965,13593.28977,1,0,,,,
4428,60000,0.3,60,18,10/04/2023,40,divorciado,1,5000.0,4890.400819,1,0,73576.66543,0.0,56.0,651.0
825,60000,0.4,80,12,08/07/2022,52,soltero,0,36333.09847,28123.99339,3,0,39555.33484,5.0,63.0,613.0
2233,34000,0.3,60,6,23/03/2023,46,union libre,0,14517.62474,11458.60754,3,0,93394.60478,4.0,18.0,494.0
1475,50000,0.3,60,6,01/01/2023,41,soltero,0,32526.68829,13042.28183,1,0,31995.27288,1.0,38.0,633.0
1257,60000,0.4,60,6,10/01/2023,35,casado,1,5000.0,2134.044468,2,0,91025.97486,2.0,19.0,512.0
3503,22000,0.1,80,6,04/12/2022,55,soltero,1,21691.72293,11362.81359,4,0,32343.85707,1.0,65.0,480.0
5636,22000,0.4,80,12,07/03/2023,23,casado,0,19643.21537,11997.12993,2,1,99297.80579,1.0,2.0,609.0
2897,34000,0.1,60,6,18/06/2023,53,union libre,0,11761.59992,11761.59992,0,0,54569.00725,1.0,51.0,460.0
2311,45000,0.2,120,12,17/12/2022,21,divorciado,0,47029.74634,33621.94144,2,0,85146.32251,1.0,10.0,627.0
746,15000,0.4,120,24,07/09/2022,34,union libre,0,40149.58544,15404.649,3,0,,,,
3537,22000,0.2,120,12,29/04/2023,49,union libre,1,51718.36362,33710.61672,1,0,17819.60821,4.0,10.0,556.0
2011,50000,0.3,80,6,21/12/2022,29,union libre,0,27930.30428,17535.59203,1,1,52277.22722,4.0,18.0,605.0
2429,34000,0.2,120,6,17/09/2022,39,union libre,0,42231.06373,22299.5036,1,0,59027.13302,2.0,63.0,602.0
1552,22000,0.4,120,18,09/05/2023,32,soltero,1,52953.3897,38793.08216,3,0,,,,
1550,34000,0.4,60,18,19/12/2022,51,soltero,1,19488.7535,6703.48001,1,0,6508.234468,4.0,0.0,547.0
4230,34000,0.3,60,12,28/10/2022,43,soltero,0,36660.95795,22037.57836,0,0,,,,
4454,60000,0.4,80,12,05/10/2022,19,soltero,0,35037.02373,14849.24644,0,1,,,,
2044,50000,0.1,80,24,16/06/2023,50,union libre,0,22840.72716,12154.24315,2,1,,,,
1927,22000,0.1,60,24,12/04/2023,43,casado,1,23603.9489,13334.0736,2,0,44007.90521,1.0,1.0,539.0
1989,45000,0.1,60,6,08/04/2023,53,union libre,0,35350.57138,22386.9063,0,0,,,,
537,45000,0.2,60,6,02/12/2022,53,union libre,0,11540.91188,8316.729724,4,1,,,,
1947,15000,0.4,120,12,21/03/2023,38,divorciado,1,38429.19457,31900.87241,0,0,,,,
3684,45000,0.3,80,24,09/12/2022,39,soltero,0,26293.87146,18709.31998,1,0,82687.87508,2.0,11.0,636.0
3839,45000,0.4,60,18,04/02/2023,44,divorciado,0,21403.52931,13113.8334,3,0,19983.67554,2.0,32.0,680.0
1245,45000,0.1,60,18,02/07/2022,47,casado,0,5000.0,1942.72691,2,1,91857.61126,2.0,9.0,743.0
4108,50000,0.4,120,6,11/10/2022,31,divorciado,1,12205.63476,4016.216697,1,0,84657.88337,0.0,7.0,667.0
5983,22000,0.3,120,12,29/11/2022,30,soltero,1,36762.49006,20136.30169,1,1,,,,
1922,45000,0.1,60,6,22/02/2023,33,casado,0,9284.138068,3573.018136,1,1,75624.23217,0.0,22.0,691.0
2834,60000,0.3,120,18,16/02/2023,35,soltero,0,31613.51561,23181.79887,4,0,,,,
1386,50000,0.2,60,18,14/07/2022,46,divorciado,0,29786.17485,15203.36682,3,0,73716.02945,1.0,75.0,630.0
5754,60000,0.2,120,6,20/01/2023,37,union libre,0,57296.98741,29385.97933,0,0,,,,
1422,34000,0.3,120,24,21/01/2023,62,divorciado,0,30508.44219,14379.46125,4,1,,,,
3404,15000,0.4,80,6,20/12/2022,29,casado,0,19923.19017,9426.507397,2,0,,,,
241,15000,0.2,60,12,23/10/2022,18,casado,0,27657.71406,11273.18375,2,1,31180.80752,0.0,13.0,674.0
4186,50000,0.1,60,18,05/11/2022,31,divorciado,0,5942.476183,5942.476183,1,0,51410.75301,2.0,83.0,580.0
3078,60000,0.3,80,18,07/12/2022,53,casado,1,23050.54118,12450.88507,0,0,,,,
897,22000,0.1,60,6,03/04/2023,44,divorciado,1,42007.4296,13666.14066,0,0,,,,
1669,34000,0.4,60,6,28/05/2023,30,union libre,0,7545.940751,4491.018805,3,0,74581.88801,0.0,3.0,619.0
5654,34000,0.4,60,6,08/10/2022,33,casado,1,35924.18054,16259.91188,4,0,40204.05351,0.0,99.0,562.0
5537,60000,0.1,80,6,01/06/2023,46,soltero,0,45459.7513,34882.89734,4,0,7538.900224,0.0,96.0,584.0
4185,50000,0.2,120,18,07/04/2023,33,casado,1,31318.73452,11340.16572,3,0,67089.82717,1.0,115.0,363.0
3047,45000,0.1,80,12,28/05/2023,28,casado,0,37465.11542,22954.70069,1,0,,,,
1619,45000,0.4,80,24,06/05/2023,27,divorciado,0,17330.06506,10159.552,3,0,,,,
3820,50000,0.1,80,24,21/02/2023,46,divorciado,0,41369.43454,15218.56289,2,0,58433.72767,1.0,25.0,688.0
1354,45000,0.3,80,18,12/09/2022,36,casado,0,31433.48598,21185.03067,1,0,82771.76168,3.0,15.0,597.0
7,15000,0.4,120,12,10/12/2022,48,viudo,0,28214.73874,21533.43173,0,0,82929.79801,0.0,22.0,632.0
3670,15000,0.1,120,18,22/06/2023,59,union libre,0,44379.28551,38485.41626,3,1,,,,
3432,60000,0.3,80,12,09/07/2022,18,divorciado,1,5000.0,2357.77743,0,0,,,,
3576,34000,0.1,60,12,12/04/2023,38,casado,0,22270.10667,17023.16203,0,1,61581.76722,2.0,40.0,505.0
2180,45000,0.2,60,18,05/05/2023,31,divorciado,1,41188.88081,27107.32366,0,0,,,,
1739,34000,0.1,60,24,17/07/2022,36,soltero,1,23920.0437,15832.54263,0,0,23553.34137,1.0,50.0,709.0
1040,34000,0.2,60,24,23/10/2022,48,union libre,1,34379.84279,15839.56632,3,1,12764.68196,0.0,91.0,592.0
5059,50000,0.2,120,6,22/05/2023,44,casado,0,35883.60674,10978.79356,0,0,16338.43858,1.0,64.0,665.0
3159,22000,0.4,60,6,10/08/2022,66,soltero,0,19096.5165,13804.25911,2,1,,,,
685,22000,0.2,60,12,29/07/2022,18,casado,0,37516.43827,25161.72624,3,0,,,,
2989,45000,0.3,120,12,08/04/2023,57,union libre,0,36178.58103,18180.74571,2,0,,,,
1242,60000,0.2,80,6,04/08/2022,45,divorciado,0,26675.22773,16599.90295,0,1,49507.54952,4.0,37.0,596.0
2961,34000,0.4,120,6,18/01/2023,38,casado,0,45303.19491,34158.72653,1,0,84817.34345,1.0,144.0,663.0
3825,22000,0.1,120,24,19/04/2023,73,soltero,1,5000.0,4177.822963,2,1,,,,
5364,15000,0.1,60,24,15/12/2022,48,casado,0,5000.0,2417.30056,1,1,65021.95436,4.0,22.0,647.0
1235,34000,0.2,60,12,12/08/2022,54,casado,0,15814.21538,5056.756187,0,0,,,,
4428,60000,0.3,60,18,10/04/2023,40,divorciado,1,5000.0,4890.400819,1,0,73576.66543,0.0,56.0,651.0
3228,34000,0.3,80,24,02/10/2022,43,divorciado,0,15760.31218,12110.10266,2,0,90632.39659,3.0,67.0,440.0
617,34000,0.2,120,18,23/03/2023,49,divorciado,1,26489.13747,20261.70667,0,1,24449.89576,2.0,59.0,573.0
5269,60000,0.2,80,6,06/07/2022,36,soltero,0,60262.56871,41087.69621,2,0,81363.65636,0.0,9.0,584.0
3448,45000,0.2,60,12,06/06/2023,18,union libre,0,35182.62367,21548.39778,0,0,78625.45258,0.0,4.0,750.0
5031,15000,0.1,60,6,28/10/2022,43,soltero,0,38979.62796,12200.18121,0,0,93416.43544,4.0,30.0,595.0
727,15000,0.4,60,6,15/01/2023,37,casado,0,24455.04809,18809.33428,0,1,89972.44664,1.0,1.0,708.0
3325,34000,0.4,80,6,04/02/2023,36,casado,0,18484.88126,11956.7696,1,0,61577.74844,4.0,10.0,591.0
4929,60000,0.2,120,24,23/09/2022,43,soltero,1,26992.43425,9494.841371,1,0,96944.18792,0.0,65.0,702.0
3984,22000,0.2,80,12,20/01/2023,47,casado,0,11042.86836,6843.059428,4,0,,,,
834,34000,0.2,120,24,21/06/2023,53,casado,0,13698.89893,9524.279191,2,0,77905.59983,0.0,64.0,477.0
2385,15000,0.3,120,18,01/12/2022,35,casado,1,38502.82438,17536.162,4,0,61754.51648,2.0,62.0,488.0
5136,34000,0.1,60,6,02/05/2023,44,casado,0,20362.37577,11550.59,0,0,93441.73229,4.0,55.0,700.0
2333,45000,0.4,80,18,14/12/2022,28,soltero,0,19537.36499,14108.52194,1,0,95570.11007,0.0,1.0,750.0
3964,60000,0.4,80,18,15/08/2022,78,union libre,1,5813.710555,5813.710555,0,1,,,,
472,22000,0.1,80,18,01/12/2022,80,casado,1,17729.28768,15113.75091,1,1,73984.80098,0.0,92.0,540.0
4046,22000,0.2,120,18,23/07/2022,53,union libre,0,43725.12651,13583.77276,2,1,,,,
1627,60000,0.1,120,12,16/09/2022,22,divorciado,1,27104.88745,17264.42437,4,0,24305.57632,1.0,8.0,616.0
5003,45000,0.1,80,24,25/10/2022,38,casado,0,38169.0741,22086.92118,0,0,88797.31956,0.0,9.0,502.0
5760,60000,0.1,80,18,02/10/2022,26,union libre,0,31821.69513,14323.29638,1,1,73353.60964,0.0,49.0,264.0
2216,60000,0.2,80,24,23/08/2022,35,casado,1,36626.00845,11214.27779,3,0,46968.40669,1.0,106.0,589.0
2200,60000,0.3,80,18,29/08/2022,42,casado,0,42567.73161,25465.74979,1,0,12354.7789,1.0,49.0,671.0
1857,45000,0.2,120,6,06/06/2023,43,divorciado,0,54048.09211,25092.49421,4,0,65819.27516,0.0,27.0,508.0
4896,22000,0.3,80,24,16/09/2022,43,union libre,0,5000.0,5000.0,1,1,,,,
3584,45000,0.3,80,18,24/09/2022,37,casado,1,41398.74447,12511.6937,2,0,,,,
835,22000,0.1,60,18,19/01/2023,48,casado,0,23860.80237,15460.15065,2,0,90431.05879,3.0,5.0,670.0
5231,50000,0.3,60,6,15/10/2022,37,casado,0,35295.84238,15644.76145,4,0,60181.17198,3.0,19.0,750.0
2017,22000,0.1,120,6,04/08/2022,37,casado,0,39538.43608,22742.4682,4,0,48789.02562,2.0,62.0,595.0
953,34000,0.4,80,6,20/12/2022,22,casado,0,27869.0038,20891.7926,1,0,,,,
3822,45000,0.3,60,18,13/06/2023,51,union libre,0,25359.82857,12662.25283,1,0,,,,
4527,34000,0.2,120,6,25/09/2022,36,casado,0,19578.33937,11773.42577,1,0,78808.7181,2.0,5.0,435.0
4599,22000,0.1,120,6,21/03/2023,48,divorciado,1,13318.71476,12193.54667,1,0,64876.81352,1.0,69.0,432.0
4721,34000,0.3,80,24,28/07/2022,55,casado,0,5000.0,4297.966758,1,0,27778.73943,0.0,50.0,499.0
4949,60000,0.2,60,6,14/07/2022,23,casado,0,24113.3735,11445.84602,3,0,55467.77588,2.0,0.0,750.0
1180,45000,0.3,80,24,01/07/2022,55,soltero,0,34209.98825,22097.19248,2,0,64309.23162,0.0,63.0,614.0
5864,50000,0.2,120,24,20/10/2022,45,casado,1,10785.75646,8545.224221,0,1,97617.06049,1.0,3.0,510.0
413,15000,0.4,60,24,10/06/2023,41,union libre,0,22586.12204,10404.79334,1,1,92577.87757,2.0,89.0,553.0
2122,22000,0.4,80,6,10/02/2023,40,soltero,0,27995.47711,15544.23756,0,0,70562.93948,2.0,1.0,750.0
2870,22000,0.2,80,12,29/06/2023,45,union libre,0,39686.65885,31304.24994,2,0,,,,
1625,45000,0.4,80,18,02/03/2023,21,soltero,0,21148.66879,10870.04897,1,1,,,,
5419,34000,0.3,60,12,15/02/2023,29,casado,0,5000.0,1734.201107,4,0,62405.06392,1.0,85.0,730.0
360,34000,0.1,80,12,23/04/2023,23,union libre,0,26477.5531,15405.75025,4,0,40495.76357,1.0,52.0,583.0
953,34000,0.4,80,6,20/12/2022,22,casado,0,27869.0038,20891.7926,1,0,,,,
1999,34000,0.3,120,6,11/11/2022,37,soltero,0,13377.94685,12710.04214,0,0,68448.34083,1.0,26.0,666.0
1996,15000,0.1,120,12,20/03/2023,27,soltero,0,34948.70145,17076.40847,0,0,93762.20879,1.0,51.0,557.0
1774,34000,0.2,60,12,13/06/2023,55,soltero,0,18843.03367,8607.688374,4,0,,,,
3020,50000,0.4,80,6,29/12/2022,59,divorciado,0,5000.0,4953.846846,1,0,90755.94095,1.0,18.0,495.0
736,50000,0.3,60,24,01/06/2023,36,divorciado,0,60104.49747,38850.83227,0,0,,,,
3660,34000,0.4,120,24,05/11/2022,58,divorciado,0,36345.93266,16164.37232,1,0,36720.33013,0.0,16.0,541.0
462,60000,0.1,60,18,08/10/2022,18,divorciado,0,10142.26763,6081.612939,2,1,,,,
5442,15000,0.3,60,18,17/09/2022,46,casado,1,30043.98316,22426.5838,1,0,,,,
723,45000,0.3,120,12,13/09/2022,56,casado,0,31282.58679,20454.90565,0,0,80157.55542,0.0,24.0,424.0
786,22000,0.1,60,6,04/07/2022,25,casado,0,31453.05761,18982.91895,0,0,,,,
3651,15000,0.2,60,6,26/05/2023,54,casado,0,38889.60723,18074.5097,1,0,,,,
4003,50000,0.1,60,6,06/04/2023,45,soltero,1,12933.38707,12933.38707,2,1,97020.42121,4.0,56.0,468.0
2407,60000,0.1,120,24,11/05/2023,64,casado,0,11304.83733,4613.678633,4,1,38369.90424,1.0,43.0,524.0
3343,45000,0.2,80,12,22/04/2023,48,divorciado,1,5000.0,5000.0,3,1,52412.50702,3.0,48.0,667.0
4114,15000,0.3,120,24,20/04/2023,35,union libre,0,44241.64013,14028.44217,1,0,,,,
3824,15000,0.1,80,6,16/03/2023,44,casado,0,25285.71199,22016.04207,1,1,21412.68279,1.0,80.0,520.0
521,15000,0.3,120,6,30/08/2022,22,union libre,0,28719.67979,11430.12901,2,0,,,,
2964,60000,0.2,120,6,25/08/2022,52,union libre,0,21448.09333,12000.88452,2,1,36009.93008,1.0,35.0,501.0
5958,50000,0.4,80,24,15/02/2023,33,casado,1,26969.72538,16655.38346,0,0,,,,
1848,22000,0.1,80,24,01/03/2023,36,casado,1,7377.846616,4368.466838,0,0,,,,
1662,34000,0.2,60,18,19/03/2023,29,union libre,1,25151.01555,8946.553425,1,0,98487.95128,3.0,40.0,493.0
3401,34000,0.2,80,6,24/02/2023,74,divorciado,1,13062.50932,9313.076085,0,1,,,,
4524,34000,0.2,60,6,01/06/2023,29,soltero,0,12435.75388,9100.0959,0,0,10535.83446,2.0,0.0,429.0
212,45000,0.3,80,18,01/11/2022,60,union libre,0,40236.15815,13439.62745,0,1,33127.24768,4.0,53.0,580.0
2960,60000,0.2,60,12,23/06/2023,64,soltero,0,15222.51073,12267.11135,0,0,,,,
2982,34000,0.1,60,24,24/08/2022,55,union libre,1,26320.80631,19901.14703,3,0,,,,
3411,50000,0.2,80,24,06/04/2023,41,divorciado,0,17456.02895,13906.13081,1,1,,,,
1394,50000,0.3,120,6,30/09/2022,54,soltero,0,41109.59384,28266.67957,2,1,42394.2131,0.0,73.0,521.0
2698,50000,0.1,120,12,31/08/2022,40,divorciado,1,31648.04809,20069.5335,4,0,,,,
2936,45000,0.2,60,6,28/07/2022,39,soltero,0,29625.35216,9835.662973,0,0,,,,
5752,22000,0.4,80,24,24/04/2023,60,casado,0,5000.0,3724.30282,0,0,58758.22384,2.0,68.0,730.0
4828,34000,0.3,80,18,19/11/2022,36,divorciado,0,23962.72148,18177.50626,0,0,65594.41853,0.0,6.0,519.0
1576,15000,0.1,60,18,11/09/2022,46,divorciado,1,10982.57902,9089.894977,2,1,,,,
915,22000,0.1,80,18,03/01/2023,58,divorciado,0,22527.45622,7794.066793,0,1,48581.7931,0.0,77.0,649.0
1654,45000,0.1,60,12,04/09/2022,44,soltero,1,16358.92688,16358.92688,4,1,,,,
3770,50000,0.3,120,6,11/08/2022,62,casado,0,44745.15476,15003.17089,1,1,91462.57197,0.0,61.0,474.0
911,50000,0.4,80,6,28/11/2022,70,union libre,0,22437.10506,17680.66379,3,1,,,,
174,60000,0.4,80,24,11/09/2022,34,casado,0,6749.374446,4398.859714,4,0,,,,
2363,45000,0.3,60,6,11/09/2022,19,casado,1,67883.82478,46910.50418,3,0,9367.866366,4.0,31.0,550.0
5823,15000,0.2,120,12,04/06/2023,21,soltero,1,11581.48906,7142.509942,0,0,34358.86055,1.0,9.0,619.0
5929,34000,0.1,120,18,25/04/2023,42,divorciado,1,22092.80499,10812.8554,2,0,,,,
4013,34000,0.4,80,24,18/03/2023,38,divorciado,0,27872.22488,21380.09108,4,1,,,,
887,50000,0.2,80,18,12/05/2023,45,soltero,1,31095.60559,20830.38455,4,0,32089.2037,1.0,15.0,604.0
1144,60000,0.4,120,18,04/09/2022,26,casado,1,51600.2556,37898.14497,2,1,28579.64379,0.0,25.0,615.0
3715,60000,0.4,80,6,12/04/2023,66,divorciado,0,37172.5998,14163.94987,1,0,37904.67241,5.0,44.0,653.0
4936,22000,0.2,60,18,17/11/2022,28,casado,0,51329.05977,19024.07442,4,1,96199.73726,1.0,34.0,523.0
722,15000,0.3,80,18,06/06/2023,64,soltero,0,5000.0,5000.0,2,1,65626.94975,4.0,61.0,672.0
2776,22000,0.1,60,24,18/07/2022,43,divorciado,0,5000.0,5000.0,1,0,62846.94074,4.0,49.0,327.0
2436,22000,0.4,60,6,19/11/2022,53,union libre,0,30950.42024,12036.91794,1,0,81983.19029,2.0,33.0,716.0
3967,34000,0.1,60,24,22/12/2022,36,casado,0,22224.85304,19137.79275,0,1,38046.95548,0.0,42.0,572.0
1002,22000,0.3,120,24,20/07/2022,33,casado,0,18439.95779,7002.988767,2,1,,,,
1667,34000,0.1,60,24,23/08/2022,22,casado,0,19356.22757,6208.566511,4,0,82881.25385,1.0,54.0,447.0
3879,50000,0.2,120,24,01/07/2023,58,union libre,0,17093.47446,13587.20243,0,1,,,,
2779,15000,0.4,120,12,15/10/2022,74,soltero,1,21109.34492,16304.9421,0,0,,,,
685,22000,0.2,60,12,29/07/2022,18,casado,0,37516.43827,25161.72624,3,0,,,,
4277,45000,0.3,60,12,26/03/2023,53,casado,0,15982.51238,9765.386644,3,0,58652.28867,2.0,5.0,604.0
1701,22000,0.1,60,6,09/07/2022,23,union libre,0,12994.91429,6535.270313,0,0,96377.50393,1.0,16.0,433.0
2193,34000,0.4,60,18,02/03/2023,24,divorciado,0,30774.56583,15813.96849,2,1,34430.65875,2.0,9.0,703.0
3241,60000,0.3,60,6,09/09/2022,33,union libre,1,5000.0,1780.309699,1,0,,,,
5655,22000,0.1,60,18,28/07/2022,43,union libre,0,30002.40576,20046.64328,3,0,104988.418,0.0,88.0,564.0
3022,34000,0.1,60,18,05/02/2023,40,casado,1,29401.87035,22059.58046,1,0,10876.41011,1.0,35.0,596.0
4417,50000,0.3,80,12,08/04/2023,50,divorciado,0,5000.0,3071.048092,1,1,,,,
2034,34000,0.1,120,6,14/07/2022,65,union libre,0,33668.11802,19026.17247,0,0,,,,
5121,60000,0.2,120,24,08/05/2023,32,casado,0,34723.65371,26821.16823,0,1,69458.6185,1.0,30.0,686.0
1025,34000,0.2,80,24,24/08/2022,36,casado,0,31309.87282,22866.65996,4,0,35973.96929,2.0,87.0,718.0
4122,15000,0.2,120,18,24/02/2023,38,soltero,0,17969.35823,11010.46201,0,0,31383.73481,0.0,11.0,659.0
