precio,enganche_porcentaje,tasa_interes_anual,plazo_meses,fecha_solicitud,edad,estado_civil,vivienda_no_propia,ingresos_mensuales,gastos_mensuales,dependientes_economicos,escolaridad_licenciatura,credito_max_otorgado,creditos_activos,atraso_max_otras_instituciones,score_crediticio
22000,0.1,60,18,09/08/2022,72,casado,0,51763.62491,29850.35303,1,0,56688.13129,0,25,595
34000,0.4,80,12,31/05/2023,35,union libre,0,56879.70806,38760.18904,4,1,28120.1813,3,4,750
22000,0.1,120,24,09/08/2022,41,casado,0,20559.61174,19522.55282,4,0,,,,
15000,0.3,60,12,31/07/2022,43,divorciado,0,36349.27406,18394.33583,2,0,82010.95202,1,7,496
60000,0.1,60,24,13/10/2022,33,union libre,0,12711.77526,4486.206767,4,0,6610.633725,1,30,598
45000,0.3,60,24,11/08/2022,44,union libre,0,12655.93897,5147.901533,4,0,49615.91299,1,33,555
45000,0.1,60,6,30/07/2022,24,union libre,1,20183.31485,8953.799135,0,1,,,,
50000,0.1,120,12,10/06/2023,37,divorciado,0,60002.20586,41584.4581,4,1,17562.88444,1,2,750
34000,0.1,120,6,25/06/2023,55,divorciado,0,21771.46272,14006.05351,0,0,5124.294588,3,47,638
60000,0.3,60,18,26/11/2022,50,divorciado,0,39674.03404,17699.25237,0,1,,,,
50000,0.1,80,6,11/05/2023,41,divorciado,0,19161.68831,13784.39647,4,0,28989.44403,4,27,641
45000,0.1,60,24,12/06/2023,45,casado,0,15566.51869,11356.98836,0,0,,,,
15000,0.1,60,6,19/04/2023,54,casado,0,22494.50123,16673.36043,1,0,9468.203457,3,38,429
22000,0.4,120,6,16/10/2022,20,divorciado,1,22111.33589,9673.755763,4,1,5754.729009,0,7,750
50000,0.1,80,24,21/04/2023,47,union libre,0,19117.29237,7013.467807,0,0,80308.66745,1,15,478
22000,0.2,120,6,03/05/2023,46,casado,0,44413.08533,18809.46019,0,0,,,,
22000,0.4,80,6,02/08/2022,41,divorciado,0,29187.22598,14594.89363,2,0,,,,
22000,0.4,60,6,10/08/2022,66,soltero,0,19096.5165,13804.25911,2,1,,,,
50000,0.4,60,12,06/07/2022,25,casado,0,30380.67558,22302.60581,3,1,78701.76888,3,1,535
60000,0.2,60,6,29/05/2023,33,casado,0,38264.71003,18256.21672,3,1,106553.7832,0,13,683
22000,0.3,80,6,07/07/2022,18,union libre,0,30376.23672,18634.18306,0,0,,,,
15000,0.2,80,6,20/09/2022,33,casado,0,34582.99754,24004.27837,1,0,18199.98409,4,11,510
60000,0.3,80,24,19/08/2022,62,union libre,0,35039.16379,17075.19531,2,0,,,,
45000,0.4,120,6,12/01/2023,38,union libre,0,13964.20601,6054.457985,2,0,11794.13758,1,43,653
22000,0.4,60,24,28/07/2022,23,casado,0,17434.08949,11063.28321,1,0,20725.17506,1,3,702
15000,0.1,60,24,05/02/2023,42,casado,0,23838.75655,19545.71997,1,1,,,,
45000,0.3,120,18,17/10/2022,22,casado,1,19383.39861,15116.7505,1,0,,,,
60000,0.1,60,12,11/08/2022,26,casado,0,26518.56285,19225.1714,3,1,93370.34685,0,31,587
60000,0.3,60,24,20/07/2022,44,soltero,0,13457.7791,9568.82683,4,1,81842.73327,2,5,510
50000,0.2,80,18,05/06/2023,34,divorciado,0,9246.532491,8160.712729,0,1,49118.85243,1,42,575
15000,0.1,80,18,01/01/2023,66,casado,0,30928.80914,15532.96798,1,1,108582.4501,1,39,700
34000,0.4,60,12,12/04/2023,49,divorciado,0,16381.50001,13019.74257,1,1,,,,
45000,0.4,80,12,22/07/2022,46,union libre,0,7377.520646,7377.520646,4,0,68669.4525,2,21,415
22000,0.1,80,12,15/07/2022,43,divorciado,0,5000,4537.794541,4,0,64027.21991,1,49,607
34000,0.1,80,18,16/06/2023,49,soltero,0,16719.24554,7637.86931,2,0,66710.67685,1,24,670
15000,0.4,60,24,16/02/2023,49,casado,0,14437.51174,8102.920943,0,0,28144.71405,2,63,553
34000,0.4,80,6,25/12/2022,44,soltero,0,10633.37944,8275.191489,0,0,,,,
45000,0.2,120,6,12/06/2023,46,divorciado,1,19443.18999,6327.127778,1,0,,,,
15000,0.3,120,12,19/09/2022,48,union libre,1,17721.19963,13572.46756,4,0,82913.88145,3,38,411
22000,0.2,60,12,24/02/2023,58,divorciado,0,21401.59482,19507.07924,0,1,90842.27982,1,79,510
15000,0.3,120,24,23/05/2023,35,soltero,0,28733.36849,19951.72077,2,0,,,,
50000,0.1,120,6,16/12/2022,51,soltero,1,5000,5000,0,0,,,,
15000,0.4,120,24,14/01/2023,36,union libre,0,21880.05192,16634.99866,1,1,72610.03715,1,44,626
22000,0.3,60,24,24/12/2022,34,casado,0,20973.3245,7702.702571,2,0,13111.86551,2,15,572
15000,0.1,80,24,31/08/2022,31,casado,0,20082.69643,8486.451437,2,1,,,,
45000,0.3,80,18,25/04/2023,45,union libre,0,24318.81277,11028.05026,2,1,76787.41491,2,0,581
50000,0.1,120,6,10/06/2023,55,union libre,0,43343.95371,13191.24274,3,0,44007.44951,0,54,630
15000,0.1,60,18,10/07/2022,54,union libre,0,40106.64987,19465.14602,1,0,34778.47891,1,49,549
60000,0.1,80,18,04/12/2022,24,soltero,1,53950.54637,20519.00692,1,0,41118.99247,4,25,677
15000,0.4,120,12,09/08/2022,55,divorciado,0,16602.99562,10996.3811,3,0,,,,
45000,0.4,80,6,13/09/2022,36,viudo,0,13248.25856,6723.178609,0,0,65591.5358,2,49,431
34000,0.3,80,18,18/09/2022,47,casado,0,24462.38927,15955.09739,1,0,,,,
60000,0.2,80,6,19/11/2022,29,casado,0,47496.02847,21222.49057,4,0,,,,
34000,0.4,120,18,03/07/2022,41,union libre,1,5000,1829.794369,3,0,60149.45956,4,8,502
15000,0.3,120,24,28/05/2023,43,divorciado,0,31708.95757,11605.30445,3,0,99116.89144,4,27,732
34000,0.1,60,12,18/01/2023,22,divorciado,1,24922.32685,10009.60089,0,0,,,,
50000,0.2,60,6,23/01/2023,56,soltero,1,26101.96723,13637.26828,3,0,,,,
45000,0.2,80,12,11/10/2022,56,soltero,1,36303.58852,14894.40167,4,0,,,,
60000,0.3,60,6,15/02/2023,37,soltero,0,39286.78575,23160.23485,2,0,,,,
34000,0.1,60,12,09/03/2023,56,casado,1,37352.10796,15992.97764,0,0,97348.49811,2,6,616
50000,0.1,120,24,11/10/2022,51,casado,1,54169.12991,29435.29739,1,1,109199.7338,1,68,411
50000,0.3,80,12,12/01/2023,50,casado,0,56764.46496,18526.04767,2,0,94949.95853,1,62,648
22000,0.4,120,18,15/05/2023,18,casado,0,42380.9466,31620.61694,3,1,5097.087643,2,1,671
50000,0.4,60,6,30/09/2022,69,soltero,0,22721.60665,8386.101854,1,0,36750.06373,0,7,581
34000,0.1,80,12,28/12/2022,57,soltero,0,24363.8032,11556.55386,1,0,,,,
15000,0.4,60,18,29/08/2022,36,divorciado,1,47237.03483,23133.84773,2,1,,,,
45000,0.1,80,6,15/12/2022,18,casado,0,47818.00541,32806.17068,2,0,67362.15532,3,5,543
50000,0.4,120,12,21/06/2023,43,union libre,0,17237.99759,9339.054547,1,0,,,,
15000,0.4,60,12,06/10/2022,34,divorciado,0,5000,5000,1,0,70091.96886,1,107,710
45000,0.4,120,24,29/04/2023,45,union libre,0,5000,3239.686746,2,0,48534.79205,0,22,666
60000,0.2,120,24,04/03/2023,57,casado,0,32603.85418,21031.64719,0,1,77190.51071,1,52,557
60000,0.1,80,6,08/01/2023,28,union libre,0,50405.26747,17090.77754,0,0,79135.75909,0,0,498
15000,0.1,120,12,27/11/2022,64,soltero,1,20815.59516,14138.19946,1,0,78258.43362,0,26,509
22000,0.1,120,12,02/04/2023,62,soltero,1,23316.77971,22352.02899,0,0,89354.3115,0,31,645
50000,0.1,120,24,26/08/2022,56,casado,1,49771.13655,29150.41216,2,0,110022.9303,1,85,636
22000,0.1,60,12,30/12/2022,53,soltero,0,50442.44236,30731.39994,2,1,,,,
22000,0.1,120,18,18/03/2023,23,divorciado,0,40194.99194,15071.51018,2,0,,,,
34000,0.4,60,12,14/11/2022,51,casado,0,29674.52499,21351.86192,4,0,30984.28561,1,52,571
45000,0.3,120,12,14/09/2022,36,union libre,0,23514.72219,8621.765509,0,0,58558.07742,1,7,480
15000,0.3,80,12,16/08/2022,30,divorciado,1,11092.61561,8712.611472,0,0,111548.2914,1,71,631
22000,0.4,80,6,28/10/2022,66,soltero,0,5000,3661.500876,0,1,79657.89937,2,35,674
15000,0.3,60,24,12/11/2022,77,divorciado,0,20425.84411,14852.19378,2,0,22611.19543,5,81,554
45000,0.1,80,6,09/08/2022,46,casado,1,20433.38523,19656.38252,1,0,,,,
15000,0.2,60,18,27/11/2022,65,casado,0,17705.66913,6440.733598,0,0,,,,
50000,0.3,80,18,08/05/2023,49,union libre,1,37705.14089,25108.92673,0,1,60177.97875,1,19,611
60000,0.1,60,12,19/04/2023,35,soltero,0,38293.91221,15341.40882,3,0,85556.00369,2,2,516
34000,0.3,80,24,02/10/2022,43,divorciado,0,15760.31218,12110.10266,2,0,90632.39659,3,67,440
22000,0.4,80,12,25/05/2023,70,casado,0,8720.771583,5493.137368,1,0,105494.0515,1,89,406
34000,0.4,80,18,06/07/2022,30,divorciado,0,36857.15779,23007.489,4,0,,,,
50000,0.1,60,12,08/08/2022,48,union libre,1,24774.89721,11624.52031,3,0,,,,
50000,0.3,120,18,20/05/2023,41,soltero,1,63871.71745,38927.77611,0,0,51617.96229,3,52,641
45000,0.1,60,6,19/12/2022,47,soltero,1,46870.94079,28333.72793,1,0,66897.4941,4,17,392
50000,0.1,120,6,24/11/2022,52,casado,1,17740.89714,8643.054423,1,0,6816.674349,0,26,539
15000,0.2,60,6,27/12/2022,42,casado,0,8514.417406,6803.680447,3,1,38599.94949,2,37,303
45000,0.4,120,12,15/01/2023,47,casado,1,5000,5000,0,0,114646.444,0,65,657
15000,0.3,120,12,22/07/2022,53,casado,0,5000,3515.046944,1,0,62297.37691,3,3,545
34000,0.2,60,18,14/08/2022,59,divorciado,1,55602.22127,30448.8217,2,0,21465.84107,3,31,629
22000,0.3,60,6,02/11/2022,47,divorciado,0,27753.58372,20858.58422,4,0,53290.19189,2,29,602
45000,0.3,120,12,09/01/2023,32,union libre,0,13586.63599,5589.570856,3,0,71308.7631,3,158,699
60000,0.3,60,6,09/09/2022,33,union libre,1,5000,1780.309699,1,0,,,,
50000,0.2,80,18,09/06/2023,40,union libre,0,33342.66986,16354.03541,2,0,,,,
15000,0.1,120,24,14/01/2023,43,union libre,0,35374.62129,13860.8301,3,0,69026.29529,4,15,617
22000,0.4,120,18,02/06/2023,28,casado,1,36172.55947,17961.83515,2,0,20859.62227,1,18,519
34000,0.2,120,6,27/11/2022,60,divorciado,0,33773.63172,14639.59994,3,0,52099.75772,0,23,551
15000,0.3,60,6,06/08/2022,41,casado,1,43444.70329,31893.11095,3,0,76274.80602,1,29,619
34000,0.4,120,18,16/02/2023,19,casado,0,10689.44312,6242.124523,3,0,60048.30543,0,9,570
60000,0.4,80,12,03/11/2022,28,divorciado,1,13672.14903,7503.202,0,1,91096.54739,0,6,549
34000,0.1,120,12,12/12/2022,33,casado,1,44619.93147,30960.5455,1,0,,,,
15000,0.2,60,18,02/09/2022,39,union libre,0,20733.29655,7571.457939,1,0,17557.00407,0,38,750
60000,0.2,120,24,05/12/2022,70,casado,0,5000,4905.536801,2,1,20377.12219,2,104,453
45000,0.4,60,18,21/06/2023,42,divorciado,0,9395.300107,5088.983367,1,0,50357.22796,1,32,460
34000,0.4,60,6,26/02/2023,40,divorciado,1,36597.94235,15405.97044,1,1,64320.41875,3,46,586
15000,0.3,60,24,11/09/2022,42,casado,0,43790.74335,31078.54161,1,0,29368.72061,0,41,637
60000,0.1,60,24,15/07/2022,43,casado,0,12680.87275,7777.777729,4,0,75008.98214,3,33,643
15000,0.4,80,6,31/07/2022,43,union libre,0,15858.53758,9551.601486,1,0,28766.6989,0,41,566
60000,0.3,80,24,12/02/2023,51,soltero,0,13096.60904,12846.60582,0,1,44828.49581,1,31,662
45000,0.2,80,12,23/09/2022,54,casado,1,27604.6971,20575.04549,0,0,,,,
34000,0.4,120,24,18/09/2022,39,casado,1,23393.38465,17461.04327,0,0,94769.51501,1,35,750
45000,0.2,120,24,15/02/2023,64,soltero,0,21128.59167,14055.01688,4,0,,,,
50000,0.4,60,12,13/09/2022,50,soltero,0,22799.833,15385.39436,4,0,22368.11222,1,29,384
45000,0.1,60,6,28/11/2022,31,divorciado,1,38103.17282,15875.13179,1,0,,,,
15000,0.2,80,18,15/02/2023,71,soltero,0,27595.52513,23979.04028,2,1,32961.62337,0,59,584
22000,0.3,120,12,14/08/2022,43,casado,0,8378.021983,3944.885093,2,1,,,,
34000,0.1,80,18,29/10/2022,35,divorciado,1,43646.13757,28064.83484,0,1,,,,
45000,0.1,60,6,17/03/2023,59,casado,0,38653.83346,28824.0022,1,1,,,,
34000,0.2,80,12,05/08/2022,64,soltero,0,6110.037456,4294.561879,2,0,72081.65689,1,8,734
22000,0.3,80,24,14/06/2023,39,union libre,1,8446.704999,6556.802078,3,0,7472.298149,1,5,734
15000,0.2,60,24,15/07/2022,33,soltero,1,53762.40048,25899.31037,2,1,30181.98569,0,29,460
15000,0.3,60,6,07/04/2023,47,divorciado,0,13120.39491,8780.267674,1,1,73206.50756,1,54,511
15000,0.2,120,12,26/12/2022,62,divorciado,1,23083.54039,20639.81,4,0,,,,
60000,0.1,120,18,07/08/2022,55,casado,0,35818.46049,19577.55361,2,0,68495.63074,1,159,280
45000,0.2,80,18,21/01/2023,46,union libre,1,46310.39822,34487.37188,3,0,,,,
45000,0.1,80,24,20/10/2022,41,divorciado,1,46977.41243,31288.68528,1,0,49297.19862,0,18,415
22000,0.3,60,18,21/06/2023,57,union libre,0,16836.52377,12415.27708,0,0,,,,
15000,0.2,80,18,17/04/2023,36,union libre,0,37547.85635,23556.07828,0,0,,,,
15000,0.4,80,18,28/01/2023,52,union libre,0,8925.437998,6303.019419,4,1,57954.48608,4,83,702
15000,0.4,80,6,25/03/2023,36,union libre,0,13681.20784,4927.533258,0,0,42074.63077,2,49,656
50000,0.1,80,24,05/08/2022,45,casado,1,25449.31591,19956.0135,1,0,,,,
50000,0.1,120,6,26/10/2022,38,casado,0,5000,1952.448057,1,0,,,,
34000,0.4,120,24,30/11/2022,48,casado,0,5473.271417,5473.271417,1,1,61771.54913,1,56,512
45000,0.4,80,12,06/07/2022,35,soltero,0,5000,2827.018437,1,0,70243.90001,3,15,687
22000,0.3,80,6,31/12/2022,56,divorciado,0,29699.37737,19481.48869,0,0,,,,
34000,0.2,120,18,10/03/2023,31,viudo,0,54639.00869,35963.89913,0,0,34228.01957,1,27,614
22000,0.1,80,6,13/01/2023,37,divorciado,1,20089.44895,13667.33515,0,1,70140.40779,1,40,475
22000,0.2,60,18,28/03/2023,65,union libre,0,30523.16623,20661.61709,0,0,85431.24391,1,23,668
22000,0.1,60,24,26/08/2022,51,casado,1,24609.58095,17750.39922,0,1,61730.19184,1,44,557
34000,0.4,80,24,29/09/2022,18,casado,0,44652.29043,27014.89787,2,1,,,,
34000,0.1,60,12,01/03/2023,45,divorciado,1,10422.81367,9552.405487,0,0,76635.44173,1,62,546
50000,0.3,60,18,23/12/2022,31,divorciado,0,5000,5000,0,1,97569.81974,1,54,599
60000,0.4,60,18,20/07/2022,28,soltero,0,32544.8729,23794.05126,2,1,79797.53463,1,55,480
45000,0.4,60,24,07/05/2023,18,divorciado,1,53286.88036,39977.7296,0,0,40206.64501,0,4,635
15000,0.1,60,24,15/12/2022,38,soltero,0,8588.964298,2712.036882,4,1,,,,
22000,0.1,120,24,01/10/2022,26,casado,0,15885.15645,5737.70706,1,1,,,,
45000,0.1,80,24,10/02/2023,51,soltero,1,19093.51261,10258.1483,4,0,,,,
34000,0.4,120,6,19/05/2023,20,soltero,0,24742.51043,13514.88104,0,0,,,,
15000,0.4,60,12,15/03/2023,53,union libre,1,21304.6647,14471.9806,0,0,,,,
15000,0.4,60,24,17/09/2022,35,casado,0,15255.40696,8739.835322,1,0,71879.20914,1,41,693
50000,0.1,60,6,18/03/2023,58,soltero,0,22054.1414,14154.86327,1,0,19864.69341,4,68,693
34000,0.4,120,6,05/11/2022,56,casado,0,30786.64221,14866.61926,1,0,60295.28791,0,20,750
50000,0.2,60,18,17/03/2023,49,union libre,0,31300.84358,12654.57531,1,0,96860.15247,0,6,436
34000,0.1,120,18,30/01/2023,36,divorciado,0,69050.62646,34346.48517,1,1,,,,
15000,0.1,60,6,05/10/2022,63,soltero,0,41749.33257,12712.9014,3,0,,,,
50000,0.4,120,6,20/10/2022,29,casado,1,5000,5000,0,0,54002.11757,0,96,580
22000,0.1,60,12,01/08/2022,23,union libre,0,14769.3736,7264.510618,1,0,,,,
60000,0.2,80,18,24/05/2023,38,casado,0,9576.065438,5854.750592,1,1,64569.72062,0,115,528
50000,0.2,80,18,11/09/2022,78,divorciado,1,42495.59344,21522.38205,2,1,40469.4866,0,86,571
34000,0.1,60,24,06/06/2023,37,soltero,0,13962.23608,8480.74868,0,0,53040.50598,2,38,719
50000,0.1,60,24,19/12/2022,37,divorciado,0,38810.43507,22130.39689,1,0,,,,
22000,0.3,80,24,19/04/2023,22,divorciado,0,37306.72738,15082.35124,1,0,,,,
34000,0.3,80,12,28/02/2023,51,divorciado,0,8014.26418,4910.035221,4,0,,,,
50000,0.1,60,6,15/05/2023,51,casado,1,23716.87981,8415.014814,2,0,,,,
60000,0.2,80,6,04/11/2022,58,soltero,0,11745.73133,10276.07195,0,0,93729.78704,0,30,421
15000,0.3,80,6,15/03/2023,41,divorciado,1,5000,5000,1,0,84229.72412,0,45,540
34000,0.3,60,24,05/12/2022,31,casado,1,56774.98353,32619.00855,2,0,84256.55584,0,19,626
15000,0.1,80,6,18/07/2022,24,casado,0,32555.4501,21914.23028,1,0,,,,
22000,0.2,120,6,14/05/2023,48,divorciado,0,36957.0091,19311.73885,1,0,,,,
60000,0.4,80,18,24/08/2022,27,casado,0,63120.89885,20477.0044,1,0,94129.49978,2,12,670
15000,0.2,80,18,17/10/2022,25,union libre,1,32394.13387,10624.79611,1,0,,,,
50000,0.2,60,12,20/06/2023,34,divorciado,0,35603.85939,15464.99002,0,0,,,,
45000,0.2,120,24,14/12/2022,47,divorciado,0,5728.122216,5728.122216,2,0,36245.93951,3,44,544
50000,0.2,120,12,23/07/2022,33,soltero,0,50003.80029,28439.79156,2,1,,,,
34000,0.2,80,24,12/11/2022,45,divorciado,1,29282.67462,19877.97697,0,0,82808.60823,3,2,750
45000,0.3,80,6,23/12/2022,40,soltero,0,23649.41936,17022.96419,2,0,,,,
34000,0.4,80,6,04/02/2023,36,casado,0,18484.88126,11956.7696,1,0,61577.74844,4,10,591
15000,0.2,80,12,24/06/2023,42,union libre,0,31098.92748,16532.32909,0,0,,,,
22000,0.3,60,12,22/12/2022,28,soltero,0,39322.80519,16997.02726,2,0,60804.27123,3,15,666
34000,0.4,60,18,30/04/2023,55,soltero,0,20958.6862,13049.6932,3,1,63260.30612,3,43,644
50000,0.2,60,18,01/06/2023,41,divorciado,1,36937.22922,16130.41693,2,0,12294.09182,3,51,616
34000,0.2,80,12,08/11/2022,21,casado,0,26765.04974,16386.40138,2,0,74375.8051,2,71,451
22000,0.4,80,6,20/08/2022,51,casado,0,37572.35614,26642.68662,1,0,,,,
45000,0.1,80,24,19/12/2022,38,union libre,1,23709.8062,14505.0192,0,1,,,,
22000,0.4,120,12,22/12/2022,51,casado,1,42689.51258,17746.28619,2,0,,,,
50000,0.2,80,18,01/10/2022,53,soltero,0,42093.92699,32407.03316,0,1,44815.48272,4,12,594
45000,0.2,60,18,27/07/2022,51,soltero,1,32319.3475,14451.33787,2,0,,,,
60000,0.3,60,24,05/12/2022,40,union libre,0,36221.32066,27428.78231,1,0,80982.03521,4,31,695
15000,0.1,80,18,22/02/2023,35,soltero,0,12730.03429,8994.203971,2,0,,,,
22000,0.1,120,24,31/12/2022,51,union libre,0,49168.05786,24906.69709,1,0,,,,
60000,0.3,60,6,23/03/2023,48,soltero,0,26256.72581,8621.445378,3,0,22934.09617,0,15,566
34000,0.1,80,24,30/04/2023,32,union libre,0,28129.35224,21767.95414,3,0,,,,
45000,0.1,120,12,15/08/2022,30,divorciado,0,22823.90409,14368.26007,0,1,,,,
22000,0.2,80,24,12/04/2023,18,union libre,1,16699.67506,7094.472712,0,0,,,,
45000,0.2,80,12,22/04/2023,48,divorciado,1,5000,5000,3,1,52412.50702,3,48,667
45000,0.4,120,6,12/03/2023,39,union libre,1,13836.09907,8546.354377,1,0,13348.56248,1,19,700
15000,0.3,60,24,23/11/2022,53,casado,0,26408.4564,10915.3984,1,0,,,,
45000,0.4,80,12,08/06/2023,58,divorciado,0,25371.34038,10415.02604,0,1,112351.5624,3,70,504
15000,0.3,120,12,07/04/2023,67,union libre,1,15202.81976,9996.961169,1,0,31875.5244,0,83,511
15000,0.4,60,12,24/05/2023,31,union libre,1,39951.45711,12936.33511,0,1,85382.51599,1,4,415
60000,0.4,60,6,07/08/2022,66,casado,1,32207.0162,14148.1332,3,1,49115.62661,1,66,414
22000,0.4,120,6,01/01/2023,46,casado,1,8079.935419,7987.579145,0,0,78096.52079,0,42,532
60000,0.4,60,24,21/09/2022,49,union libre,0,48572.62739,18418.89503,1,0,,,,
50000,0.3,80,18,16/06/2023,22,soltero,1,44988.66304,19074.10407,0,0,35930.97897,2,8,607
22000,0.3,80,6,04/08/2022,42,soltero,0,42318.46491,32530.8225,1,0,10157.84239,1,20,693
15000,0.1,60,6,12/12/2022,32,casado,0,30721.6878,20567.58782,4,0,,,,
22000,0.3,120,12,02/03/2023,50,divorciado,0,6822.505365,6567.023538,0,1,74140.63414,1,101,460
15000,0.4,80,18,07/06/2023,45,soltero,0,24869.9274,14471.80663,0,0,,,,
60000,0.3,80,12,02/11/2022,33,soltero,0,29551.81789,8949.938756,1,0,,,,
22000,0.1,60,24,27/11/2022,27,soltero,0,50668.85168,37868.55473,2,0,15779.91506,0,8,488
34000,0.4,60,6,25/08/2022,50,casado,0,46765.85786,26476.7977,4,0,88146.74498,3,45,574
15000,0.1,120,24,27/09/2022,38,viudo,1,8360.582386,4396.206013,0,0,,,,
15000,0.2,60,12,24/10/2022,43,casado,0,16260.87326,16260.87326,2,0,101388.7581,4,95,425
60000,0.3,120,6,16/02/2023,40,casado,0,5000,3326.020211,1,0,77056.90423,0,80,548
50000,0.2,60,12,26/10/2022,82,casado,0,8120.899834,7691.350372,0,1,,,,
22000,0.2,80,6,26/03/2023,53,union libre,0,19842.8192,15240.84758,0,0,,,,
60000,0.3,80,24,08/08/2022,53,union libre,0,38340.99184,27835.51455,4,0,,,,
50000,0.1,120,18,31/08/2022,45,soltero,0,13678.83827,10632.10774,3,0,,,,
22000,0.3,60,18,07/08/2022,48,casado,1,5000,2832.559844,1,1,70896.32405,0,25,517
34000,0.4,60,6,28/04/2023,28,divorciado,1,15334.13452,15334.13452,4,1,108968.2755,3,23,471
34000,0.3,120,18,10/01/2023,31,casado,1,29882.56692,17076.13646,0,0,28147.92087,1,36,714
15000,0.2,80,18,22/12/2022,46,soltero,0,5000,5000,1,0,118264.3321,0,83,471
60000,0.1,120,24,10/12/2022,18,soltero,0,47067.13697,19114.87977,2,0,,,,
15000,0.1,120,24,08/02/2023,38,casado,0,14375.15356,8280.692557,4,0,81819.2349,0,130,518
45000,0.2,60,24,27/09/2022,18,soltero,1,30379.32242,10319.66592,1,1,,,,
15000,0.1,120,24,06/09/2022,39,soltero,0,46539.31819,23788.87714,3,0,29639.46814,0,28,620
22000,0.4,120,24,03/06/2023,49,casado,0,19007.26732,7805.804468,4,0,84921.80769,4,28,515
45000,0.4,60,24,15/09/2022,53,soltero,0,52219.38323,17796.96394,0,0,74174.59331,1,48,690
15000,0.4,60,6,20/11/2022,50,divorciado,0,10924.18617,10924.18617,0,1,,,,
50000,0.2,80,24,27/09/2022,38,union libre,0,22606.63283,16104.74426,0,1,48266.79011,0,31,463
45000,0.1,80,12,22/09/2022,18,divorciado,0,36659.45165,20489.96665,2,0,,,,
22000,0.1,120,18,03/08/2022,18,divorciado,1,40304.99443,27071.80641,1,0,86873.47421,2,1,544
50000,0.4,120,24,08/04/2023,24,divorciado,0,31140.31952,18862.59728,0,1,,,,
34000,0.4,120,6,29/06/2023,40,casado,0,9614.143615,5591.058547,1,1,40343.78157,1,64,579
34000,0.2,80,12,03/06/2023,49,soltero,0,39229.445,28887.51357,1,1,59531.57081,4,75,533
22000,0.4,60,6,19/09/2022,34,casado,0,12251.96815,12207.46076,2,1,26753.52218,4,75,496
45000,0.4,120,12,24/11/2022,44,viudo,0,13535.01278,5667.589255,2,0,61137.09442,1,26,704
34000,0.3,120,18,03/08/2022,50,divorciado,0,37026.1871,21052.72394,0,0,84023.62292,1,41,599
22000,0.3,120,12,18/04/2023,40,divorciado,0,25338.42989,12457.64742,1,1,,,,
50000,0.4,60,18,14/09/2022,59,divorciado,0,5000,5000,0,1,32792.96677,4,32,424
60000,0.2,120,24,09/08/2022,25,soltero,0,17636.56195,6409.197,2,0,65755.41488,1,17,593
22000,0.2,60,24,15/03/2023,45,union libre,0,5000,3358.695309,2,0,,,,
15000,0.1,80,6,29/11/2022,39,divorciado,1,18326.27017,8668.548185,2,0,,,,
15000,0.3,80,12,22/06/2023,35,union libre,0,56371.62464,36409.66062,0,1,49756.41512,1,4,595
45000,0.3,120,12,20/10/2022,50,casado,0,36884.34385,28269.77285,1,1,53590.06464,2,0,477
22000,0.2,60,12,18/05/2023,50,union libre,0,29928.76973,21995.76992,3,0,,,,
15000,0.2,120,12,11/01/2023,28,casado,0,21338.51788,14270.99943,2,0,,,,
22000,0.4,60,18,01/06/2023,37,casado,0,27928.93732,11078.3898,3,0,11564.21032,1,14,596
45000,0.4,80,12,07/02/2023,43,divorciado,1,46721.15546,31118.02683,0,1,15783.51278,1,2,647
50000,0.3,60,18,15/07/2022,43,soltero,0,5000,4697.473515,0,1,78578.19869,0,132,426
50000,0.2,80,12,17/05/2023,47,casado,1,74091.42006,50846.97159,1,0,,,,
45000,0.2,120,24,15/08/2022,49,union libre,0,10085.1607,8913.612217,1,1,,,,
34000,0.2,80,6,24/02/2023,74,divorciado,1,13062.50932,9313.076085,0,1,,,,
45000,0.3,60,18,11/02/2023,21,casado,0,27603.11171,17173.33216,1,0,,,,
45000,0.3,120,12,18/02/2023,38,casado,1,27209.24778,11905.92586,2,0,44794.18294,2,21,445
15000,0.4,80,6,20/12/2022,29,casado,0,19923.19017,9426.507397,2,0,,,,
34000,0.2,60,18,29/06/2023,47,divorciado,0,43122.12774,24162.28859,0,1,90448.62727,0,13,726
15000,0.3,60,18,24/07/2022,20,soltero,0,47113.32751,24361.43929,4,0,,,,
34000,0.4,60,18,15/05/2023,44,soltero,0,44329.38376,26611.60737,1,1,,,,
15000,0.3,80,6,25/09/2022,40,divorciado,1,24726.44206,21531.66839,1,1,,,,
45000,0.1,80,12,21/04/2023,37,soltero,1,13366.98042,9996.739539,4,0,99841.62316,0,23,522
60000,0.3,60,18,31/08/2022,22,soltero,1,27216.63834,21362.34616,0,0,23623.77695,2,35,601
50000,0.2,80,24,06/04/2023,41,divorciado,0,17456.02895,13906.13081,1,1,,,,
15000,0.3,120,6,23/02/2023,61,union libre,1,5000,5000,3,1,49341.96246,0,81,555
50000,0.4,120,18,31/01/2023,39,union libre,0,32672.35802,21946.68816,1,1,63170.16041,1,12,750
22000,0.4,60,6,27/02/2023,47,union libre,0,56992.91642,31571.76384,2,0,86523.72217,2,84,720
34000,0.2,80,6,19/10/2022,59,casado,0,27453.5111,13877.82897,3,0,30557.14418,2,29,451
22000,0.1,120,6,11/07/2022,43,casado,0,37498.79663,25042.82867,0,1,,,,
