credito_id,precio,enganche_porcentaje,tasa_interes_anual,plazo_meses,fecha_inicio,max_atraso_dias,supera_90_dias,credito_vigente,edad,estado_civil,estado_civil_binario,vivienda_no_propia,tipo_vivienda_binario,ingresos_mensuales,gastos_mensuales,dependientes_economicos,escolaridad_licenciatura,credito_max_otorgado,creditos_activos,atraso_max_otras_instituciones,score_crediticio
3459,22000,0.3,120,18,30/10/2022,64,0,0,47,divorciado,0,0,0,50185.85628800957,16838.543136957313,1,0,,,,
3460,34000,0.2,120,6,04/01/2023,47,0,0,35,soltero,1,0,0,41323.295133480024,30262.90831586953,2,0,11771.747873190328,1,24,750
3461,15000,0.1,120,24,04/12/2022,31,1,1,50,soltero,1,1,1,28002.960169512444,21525.800556730097,0,0,,,,
3462,34000,0.3,60,18,18/12/2022,0,1,0,48,casado,1,0,1,5000,5000,3,0,77375.88959166658,1,38,400
3463,45000,0.1,60,6,03/05/2023,91,0,0,41,casado,1,0,0,22050.028995309825,15991.253230115324,0,0,,,,
3464,60000,0.3,80,6,30/12/2022,107,0,0,51,casado,1,0,0,20834.30663,15309.395061857289,1,0,,,,
3465,60000,0.3,80,6,06/06/2023,156,1,0,52,casado,1,0,1,5000,5000,3,1,,,,
3466,50000,0.1,120,12,13/04/2023,0,0,0,64,casado,0,0,1,34071.17820427071,11600.260115380326,0,0,30080.734703801736,1,5,576
3467,60000,0.2,120,12,13/11/2022,42,0,0,66,divorciado,0,0,0,35167.543556643905,26611.21448233189,2,0,35079.03201598412,0,69,610
3468,15000,0.4,80,12,04/09/2022,100,0,0,40,soltero,1,0,0,31832.150743874263,11425.931411195359,1,0,69898.25000726954,3,46,605
3469,45000,0.3,120,12,01/05/2023,126,0,0,18,divorciado,1,0,0,33412.39151628151,18663.259922769998,1,0,,,,
3470,60000,0.3,120,24,20/09/2022,38,1,0,63,divorciado,1,1,1,7553.039556263397,7553.039556263397,0,1,97344.96327967747,0,146,589
3471,60000,0.1,80,24,25/11/2022,42,1,1,38,union libre,1,1,1,5000,5000,2,0,31621.775632543082,1,33,591
3472,50000,0.1,60,18,08/05/2023,18,0,1,30,divorciado,0,0,0,25253.661096250995,9667.989817671038,1,0,72167.06943044443,0,41,699
3473,60000,0.3,80,24,04/06/2023,100,0,1,35,casado,1,0,1,50766.097524555276,24702.703066022437,1,0,88114.94456301247,1,23,492
3474,15000,0.4,80,6,12/10/2022,62,0,0,34,divorciado,0,0,0,47438.32361703389,37675.21681142128,2,0,45026.072621010426,2,43,431
3475,60000,0.2,60,24,30/11/2022,37,0,1,47,casado,0,0,0,37754.86184422135,30199.343535000404,4,1,32429.685254986936,1,32,598
3476,15000,0.3,120,12,22/08/2022,32,0,0,21,union libre,0,0,1,60223.12870120283,39471.292155842566,1,1,47328.87963923046,1,2,556
3477,50000,0.2,80,24,13/03/2023,20,0,1,27,casado,0,0,1,37646.495770511865,28008.848090333347,2,1,,,,
3478,60000,0.1,80,12,01/12/2022,32,0,0,44,union libre,0,0,0,39539.32300230702,12735.748952579375,4,0,,,,
3479,50000,0.4,60,18,23/08/2022,24,0,0,47,divorciado,0,0,0,52196.72949429603,22861.425672026773,0,0,11230.860768676237,0,7,699
3480,45000,0.3,60,18,20/08/2022,62,0,0,47,casado,1,0,1,40434.996950758774,19589.93821216975,1,0,55209.28137783959,1,7,588
3481,15000,0.3,80,12,11/07/2022,47,1,0,40,soltero,1,0,0,39619.09419405581,14435.39622079123,0,0,,,,
3482,15000,0.2,60,6,29/12/2022,0,0,0,28,divorciado,1,0,0,30427.713003000674,14863.35291433452,3,0,6660.228977034396,2,36,574
3483,50000,0.1,60,6,01/07/2023,0,1,0,44,union libre,1,0,1,14013.083637442884,7998.754782413494,0,1,,,,
3484,45000,0.1,60,12,15/12/2022,28,0,0,42,divorciado,1,0,1,28569.148729713484,15961.716270624604,1,1,10943.350205083581,0,70,693
3485,22000,0.1,60,6,19/04/2023,95,0,0,57,divorciado,0,0,0,33565.83601380534,10143.91970303952,2,0,32585.07684330021,1,41,750
3486,34000,0.2,60,6,25/06/2023,21,0,0,18,casado,1,1,1,16428.461186462504,7150.076104543031,2,0,24513.471531215397,2,124,550
3487,22000,0.4,120,6,28/12/2022,36,0,0,37,casado,0,0,0,19314.530361582976,14160.287649431837,1,0,,,,
3488,50000,0.1,80,24,15/10/2022,42,1,1,33,casado,1,1,1,5959.572309906347,5959.572309906347,2,1,78699.44170900958,2,34,389
3489,22000,0.2,60,24,18/12/2022,180,1,1,28,soltero,1,0,1,5000,4447.108574122371,4,0,,,,
3490,45000,0.2,60,6,14/05/2023,0,0,0,51,union libre,1,0,0,21178.42277994476,8997.978901102335,3,0,,,,
3491,22000,0.4,60,18,29/06/2023,176,1,1,52,soltero,1,1,1,25843.649104510347,23134.663137021478,2,1,20139.61043,1,33,552
3492,45000,0.2,60,6,30/05/2023,37,0,0,45,divorciado,1,0,1,41910.425639484245,24877.76385893645,4,0,5365.576053004249,1,22,578
3493,50000,0.2,120,24,14/12/2022,115,0,1,51,union libre,1,0,0,8961.209653,5314.330543558511,3,1,85232.40908011295,0,0,533
3494,50000,0.3,80,12,21/08/2022,49,0,0,34,union libre,1,0,1,34635.47556435302,10400.583252847618,2,0,,,,
3495,34000,0.3,60,18,22/07/2022,40,0,0,34,divorciado,1,0,0,28960.58419,15525.06274455108,4,0,,,,
3496,50000,0.4,120,24,13/05/2023,33,1,1,75,divorciado,1,0,1,40209.08642666059,18612.85528541176,3,1,,,,
3497,45000,0.4,120,24,06/07/2022,175,0,0,37,divorciado,1,1,1,25961.718433998525,12152.797385266966,1,0,81025.22169401996,4,57,660
3498,15000,0.3,60,12,15/02/2023,26,0,0,48,casado,1,0,0,11406.967267431963,6836.689619894169,1,0,,,,
3499,34000,0.4,60,24,10/03/2023,0,1,1,53,divorciado,1,0,1,5000,5000,0,1,66344.72610419113,2,64,708
3500,34000,0.1,60,6,20/10/2022,0,0,0,18,divorciado,1,0,0,12040.30290647944,4705.692957614761,0,0,55654.28260757868,0,19,687
3501,22000,0.2,80,18,09/06/2023,17,1,1,26,soltero,1,1,1,5000,5000,2,0,,,,
3502,60000,0.2,80,6,10/07/2022,127,0,0,33,divorciado,1,0,0,29200.304238612243,9474.070501150158,1,0,32864.867453421546,3,27,437
3503,45000,0.3,120,24,23/09/2022,46,0,1,52,union libre,1,0,0,37788.024027977706,17509.631994466712,2,1,41965.89175450103,0,4,499
3504,22000,0.1,80,6,04/12/2022,0,1,0,55,soltero,1,1,1,21691.722933230732,11362.813585521048,4,0,32343.857065560554,1,65,480
3505,60000,0.2,80,18,26/01/2023,13,0,0,50,casado,1,0,0,10725.840254612078,8127.955850662359,1,1,58782.32046176708,0,58,735
3506,50000,0.1,80,18,20/10/2022,27,0,0,28,casado,1,0,1,9711.743605,3777.8580960848813,0,0,96277.09452,1,5,458
3507,22000,0.1,120,12,04/01/2023,43,0,0,59,casado,1,0,0,33270.070532746424,19606.58352418248,2,0,31965.77030289193,4,14,501
3508,60000,0.2,60,6,18/04/2023,39,0,0,28,divorciado,1,0,0,55473.75474525946,21212.696885204645,0,0,,,,
3509,45000,0.4,60,24,11/02/2023,64,0,1,42,casado,1,0,0,49423.65647,26527.745182320643,2,0,,,,
3510,22000,0.2,120,12,27/05/2023,49,1,0,49,casado,0,1,1,6446.404041352769,6446.404041352769,1,0,,,,
3511,45000,0.1,80,12,17/10/2022,7,0,0,37,soltero,1,0,0,33173.24250603223,10637.948835480682,2,0,67971.16384871685,0,30,499
3512,60000,0.1,60,24,24/12/2022,32,1,1,68,divorciado,1,1,1,34707.966222038835,26526.482139630178,1,1,51396.22820845471,3,70,684
3513,22000,0.2,120,24,28/09/2022,175,0,1,31,divorciado,1,0,0,27841.81553866824,19212.421818424093,0,0,16618.691979567433,1,4,652
3514,50000,0.2,60,18,24/06/2023,22,0,1,23,divorciado,1,0,0,9842.113478740073,4319.990858076681,0,0,13808.562239244136,1,46,625
3515,60000,0.3,60,24,27/09/2022,36,0,1,40,divorciado,1,1,1,5000,3034.9878422398824,2,1,6636.6132993034535,1,0,614
3516,60000,0.4,60,18,08/04/2023,130,0,1,35,divorciado,0,0,0,32726.931596878156,15752.61076,1,0,80791.80606404353,1,15,451
3517,34000,0.4,60,24,12/12/2022,10,1,1,78,casado,1,1,1,20850.75010063217,19272.706497766405,1,1,,,,
3518,50000,0.2,120,12,26/08/2022,39,0,0,48,casado,1,1,1,5000,3231.211140707144,1,0,50841.14000441827,2,30,607
3519,45000,0.2,120,18,16/02/2023,169,1,0,48,soltero,1,1,1,5000,5000,3,1,,,,
3520,45000,0.3,80,18,11/12/2022,103,1,0,38,divorciado,1,0,0,9182.372095,9182.372095,4,1,,,,
3521,60000,0.1,120,24,02/08/2022,24,1,0,24,union libre,1,0,1,7012.4045548724025,7006.8255847774635,1,0,,,,
3522,34000,0.1,60,12,22/02/2023,125,0,0,27,divorciado,1,0,1,51483.06220646285,19926.768983326154,2,0,35792.136569930175,3,24,626
3523,60000,0.3,80,24,23/10/2022,38,1,1,50,casado,1,0,1,37935.31138846603,26409.051504836552,0,1,,,,
3524,15000,0.2,120,18,22/09/2022,22,1,0,66,casado,0,1,1,5000,4346.127653476905,2,0,58864.63506268897,3,58,619
3525,22000,0.1,80,24,03/03/2023,53,1,1,64,soltero,1,0,1,42578.64354144399,18402.341190132778,1,0,,,,
3526,50000,0.3,80,6,07/12/2022,20,1,0,51,union libre,1,0,1,44297.84103307976,22868.14967692329,2,1,100562.77870046209,0,68,631
3527,60000,0.1,80,12,20/10/2022,24,0,0,36,viudo,0,0,1,34394.08705575268,24741.60115647118,0,0,13470.42131320713,1,52,750
3528,50000,0.2,60,18,16/07/2022,113,0,0,43,casado,1,0,0,16036.237028306608,6228.544686340617,3,0,60889.873653801886,4,1,627
3529,34000,0.4,80,12,10/06/2023,31,0,0,33,soltero,0,0,1,31786.757633716228,14925.042816302308,0,0,10139.238687949042,0,5,557
3530,15000,0.1,120,12,01/03/2023,158,0,0,60,union libre,1,0,0,5000,2215.634876443141,4,0,,,,
3531,34000,0.3,120,24,02/12/2022,160,1,1,47,casado,1,1,1,8887.766498754034,8887.766498754034,0,0,82268.60492553678,2,22,383
3532,50000,0.1,120,6,22/11/2022,118,0,0,38,casado,0,1,1,33996.65874974328,22340.424848595678,0,0,71179.44735525822,1,13,580
3533,60000,0.2,80,6,28/08/2022,147,0,0,18,casado,0,0,0,35782.595654561635,17989.08416447163,1,0,,,,
3534,22000,0.2,60,24,07/02/2023,30,1,1,50,divorciado,1,0,1,9089.752321,7481.107647496923,3,0,64043.02401648543,0,28,656
3535,34000,0.2,120,18,29/12/2022,58,1,0,57,divorciado,1,1,1,25122.177176542762,17276.813704707576,1,1,39305.30109647033,2,28,456
3536,34000,0.2,120,6,06/05/2023,47,1,0,34,soltero,1,0,1,5000,5000,0,0,97925.08365015314,1,38,671
3537,15000,0.3,80,12,08/02/2023,30,1,0,42,divorciado,1,0,1,36798.91164658335,20852.66866018231,3,1,89811.10261,0,43,363
3538,22000,0.2,120,12,29/04/2023,33,0,0,49,union libre,1,1,1,51718.363621351156,33710.61672364681,1,0,17819.608208381214,4,10,556
3539,34000,0.2,60,24,15/12/2022,22,0,1,22,casado,0,0,1,40657.28290271029,23068.035929484602,0,0,90762.42083543642,1,50,578
3540,34000,0.2,120,12,14/02/2023,130,1,0,66,union libre,1,1,1,6598.5286982053185,6098.442346953021,1,0,,,,
3541,50000,0.2,80,24,12/05/2023,42,1,1,43,divorciado,1,0,1,11365.195988438412,10964.465018606223,2,0,46791.637274258406,2,44,535
3542,60000,0.1,80,18,19/09/2022,0,0,0,35,casado,0,0,0,42687.12228673001,28124.56688235937,2,0,25512.05444690701,1,11,695
3543,60000,0.3,80,18,31/12/2022,51,1,0,40,union libre,1,0,1,14820.671530758984,14140.558358614768,2,1,113213.73502701854,0,48,696
3544,60000,0.3,120,18,04/11/2022,36,0,0,44,viudo,0,1,1,14971.294682246698,8956.852421,3,1,33448.83205337415,3,13,626
3545,22000,0.4,120,6,28/01/2023,20,0,0,69,soltero,0,0,0,45876.720789924635,14676.66925994057,3,0,,,,
3546,45000,0.2,120,18,20/04/2023,13,1,1,56,soltero,1,0,1,5000,5000,2,1,,,,
3547,22000,0.1,60,24,18/10/2022,108,1,1,35,soltero,1,1,1,5000,4663.023198464647,0,1,34538.64117638145,0,49,535
3548,34000,0.3,80,12,31/12/2022,33,0,0,53,casado,0,1,1,44199.84813674183,20634.990388130336,2,0,57615.05856692575,1,2,458
3549,22000,0.3,120,18,21/03/2023,66,0,1,36,divorciado,1,0,0,18171.10338022837,9903.887804637963,4,0,88815.10962473652,4,13,579
3550,15000,0.2,60,18,06/02/2023,28,0,0,56,union libre,1,1,1,31885.744752530896,14269.680744995612,1,0,58359.10471372518,0,65,750
3551,34000,0.3,60,6,16/10/2022,116,0,0,49,casado,1,0,0,49246.825738188185,22397.989165976745,2,0,17596.572490642975,1,51,750
3552,50000,0.2,60,24,10/02/2023,179,1,1,24,casado,1,0,1,30898.056270556874,16821.178573209527,2,1,47472.840394192186,2,86,566
3553,50000,0.1,60,24,24/07/2022,56,0,1,27,divorciado,1,0,0,35124.504530863276,15568.187563841791,2,0,,,,
3554,45000,0.2,120,6,07/06/2023,18,0,0,51,casado,0,0,1,12410.471299805526,4774.935007934331,4,1,16956.282488629033,1,2,542
3555,34000,0.2,80,12,05/12/2022,28,1,0,47,soltero,0,0,1,7264.941654804472,7264.941654804472,1,1,43153.20774645076,0,72,449
3556,60000,0.1,120,24,25/07/2022,168,0,0,27,divorciado,1,0,1,66242.18370166904,32962.50019261499,1,0,67800.96205975689,1,32,518
3557,22000,0.1,120,18,17/01/2023,45,1,0,41,union libre,1,1,1,24452.934657464728,21308.333857114543,0,0,55154.43453759703,1,31,531
3558,34000,0.1,120,24,12/11/2022,42,0,1,18,divorciado,1,0,0,26533.47770978022,19670.819095599414,4,1,,,,
3559,15000,0.1,60,24,17/11/2022,138,1,1,47,divorciado,1,1,1,5000,5000,0,1,47352.66814702899,1,128,413
3560,60000,0.4,80,24,06/03/2023,20,0,1,66,casado,0,0,0,5000,2491.682905104586,4,0,99474.82240745815,0,4,660
3561,15000,0.1,60,18,23/12/2022,126,0,0,49,casado,0,0,1,48227.42940798937,31861.984465479258,0,0,,,,
3562,60000,0.2,60,24,05/03/2023,99,0,1,66,casado,1,0,1,48525.818543161164,18323.84657777464,0,0,84218.82930660156,3,26,622
3563,34000,0.1,60,6,10/08/2022,118,1,0,55,union libre,1,0,1,19612.53558806073,13623.83885355125,1,1,56433.25576193311,0,50,478
3564,45000,0.1,120,12,21/02/2023,27,0,0,52,union libre,0,1,1,23835.083927717595,11989.429339157618,2,0,21020.546318079887,0,30,642
3565,15000,0.3,60,24,19/05/2023,55,0,1,63,casado,1,0,0,47013.70589455444,29516.248617280406,1,0,85446.72669665448,2,8,619
3566,45000,0.3,120,24,26/11/2022,35,0,1,44,casado,0,0,0,7817.651224151632,5295.640165562928,1,0,77526.27941172279,3,29,673
3567,22000,0.4,120,12,18/07/2022,40,0,0,37,casado,0,1,1,59973.776598302415,34865.34984358702,1,0,36331.852838982784,2,24,719
3568,15000,0.4,60,24,08/02/2023,41,0,1,52,casado,1,0,0,41067.153381554555,25512.529477141714,4,0,62609.672094418565,2,0,482
3569,50000,0.2,60,24,17/04/2023,135,0,1,57,union libre,0,0,0,11205.55645,4558.016579833467,4,0,,,,
3570,60000,0.4,120,6,21/01/2023,24,0,0,34,divorciado,1,0,0,41789.63982189526,24921.24240351892,1,0,,,,
3571,34000,0.2,80,18,29/04/2023,40,0,1,31,casado,0,0,0,19748.512636939893,10471.394946711413,2,0,82497.12482741887,0,57,647
3572,60000,0.4,120,24,23/12/2022,16,0,1,41,soltero,1,0,0,9963.295941415327,5121.397441593373,2,1,94483.15432203213,0,31,650
3573,34000,0.4,120,24,25/12/2022,96,0,1,49,soltero,1,0,0,41738.13443287877,21084.34738780221,2,0,,,,
3574,34000,0.2,60,12,24/02/2023,24,0,0,49,casado,1,0,1,13431.113572061276,6117.362037698863,0,1,61769.448963358096,1,67,494
3575,60000,0.1,120,12,02/09/2022,14,0,0,22,soltero,1,0,1,9954.475482625046,4506.065850148163,1,0,73142.67689986216,0,32,445
3576,22000,0.3,80,24,11/11/2022,18,0,1,62,union libre,0,0,0,37270.47940911195,24220.340830410467,2,0,,,,
3577,34000,0.1,60,12,12/04/2023,169,1,0,38,casado,1,0,1,22270.106674320625,17023.16203498109,0,1,61581.76721697633,2,40,505
3578,15000,0.3,80,18,25/12/2022,167,0,0,36,casado,1,0,0,45172.79045962282,14228.347272768311,1,0,,,,
3579,60000,0.3,120,6,18/06/2023,27,0,0,29,casado,0,1,1,25496.874619584334,8267.683239479013,0,0,,,,
3580,50000,0.1,80,24,08/06/2023,31,0,1,72,casado,1,0,0,24149.042672014693,14128.626843824413,3,1,,,,
3581,50000,0.3,120,24,18/02/2023,166,0,1,42,casado,1,0,0,5000,3615.7086970129003,3,0,66285.50814890032,1,38,707
3582,45000,0.1,60,24,16/09/2022,122,0,0,29,soltero,0,0,0,37534.831348452964,12085.799267937033,0,0,53531.47921496391,2,34,569
3583,34000,0.3,80,24,19/01/2023,118,0,1,50,casado,0,0,1,29732.828211969576,16460.19678349876,2,1,40957.45527897446,3,4,672
3584,50000,0.2,60,6,04/06/2023,17,0,0,49,soltero,1,0,0,47824.0939,34699.61722803606,1,0,29864.938933228183,4,4,590
3585,45000,0.3,80,18,24/09/2022,121,0,0,37,casado,0,1,1,41398.74447477535,12511.693696804017,2,0,,,,
3586,60000,0.1,120,6,19/06/2023,45,0,0,50,casado,0,1,1,34981.40357634409,15318.250065761093,1,0,20842.09769772582,2,15,539
3587,60000,0.4,120,6,26/03/2023,153,0,0,30,union libre,1,0,0,19038.898796530353,14468.803607945294,1,1,82029.34846524314,0,4,712
3588,34000,0.4,120,18,07/11/2022,102,0,0,34,union libre,1,0,0,23769.87994200735,8099.225566071305,3,0,,,,
3589,34000,0.4,80,18,03/03/2023,110,1,0,24,union libre,1,0,1,32733.95523334553,21735.884330636964,2,1,,,,
3590,50000,0.3,120,6,04/04/2023,6,1,0,32,divorciado,1,0,1,18002.71957044886,13243.94080062199,0,1,102061.63055836491,5,23,535
3591,60000,0.4,80,6,10/07/2022,34,0,0,61,casado,0,0,0,51272.78199678668,19270.34605910794,0,0,,,,
3592,15000,0.1,60,12,18/01/2023,45,1,0,70,soltero,1,1,1,36303.17054365054,14025.157747803567,4,1,,,,
3593,15000,0.1,60,24,21/08/2022,40,0,0,40,union libre,1,0,0,26244.136738821126,14468.223332321577,0,0,,,,
3594,15000,0.2,120,6,29/11/2022,21,0,0,59,casado,1,0,1,31399.56802184644,20961.255593591333,2,0,,,,
3595,60000,0.2,120,18,02/06/2023,82,0,1,38,union libre,0,0,0,18083.981870401818,7027.822147019208,1,0,31849.136476645155,4,22,497
3596,15000,0.3,120,24,06/12/2022,32,0,1,37,casado,0,0,1,28466.86780049068,18379.915427591146,0,0,,,,
3597,60000,0.3,60,24,21/05/2023,136,1,1,47,soltero,1,1,1,35410.26809298681,21727.87020323392,2,0,97213.76451081614,1,94,706
3598,50000,0.2,120,6,03/05/2023,0,0,0,38,union libre,0,0,0,21841.726598907553,10460.50987574682,4,0,,,,
3599,60000,0.1,60,24,14/06/2023,34,0,1,37,soltero,0,0,0,24495.937426881028,15486.705158085733,0,0,53105.26764177676,3,23,551
3600,15000,0.3,80,12,28/01/2023,26,0,0,53,divorciado,0,0,0,12471.521938258848,4938.577878114104,0,0,79908.59910869335,4,10,750
3601,45000,0.4,120,24,29/06/2023,24,1,1,50,divorciado,1,0,0,5000,5000,3,1,36273.92193636933,4,62,454
3602,50000,0.2,80,12,20/12/2022,29,0,0,48,divorciado,1,0,0,39203.96732695551,22528.657472988772,1,0,90180.36692093684,2,29,650
3603,34000,0.2,120,24,07/11/2022,103,1,1,65,divorciado,1,0,1,17337.25248647167,10294.435943942746,2,0,,,,
3604,50000,0.2,60,6,02/12/2022,31,1,0,53,union libre,1,1,1,5000,5000,1,1,54880.65923828167,1,78,667
3605,15000,0.4,120,6,21/12/2022,0,1,0,41,soltero,1,1,1,15475.515550384698,14322.664940430594,1,1,,,,
3606,50000,0.3,60,24,16/06/2023,35,1,1,28,casado,1,1,1,14709.65139,12311.403663343397,0,1,,,,
3607,60000,0.2,60,18,21/09/2022,18,0,0,41,casado,1,0,0,46810.02606116583,29009.62625879744,1,0,,,,
3608,60000,0.1,120,6,02/07/2022,94,1,0,50,casado,1,0,1,10019.542213680772,8812.579768053818,0,0,,,,
3609,60000,0.1,120,18,17/06/2023,61,0,1,41,union libre,1,0,0,15074.452206159742,12010.574749889514,2,1,71341.33251293727,3,4,641
3610,50000,0.4,120,12,17/01/2023,167,0,0,39,casado,1,0,1,44449.84380290801,25941.029593842195,1,0,77104.22836016167,0,33,521
3611,34000,0.3,60,18,07/04/2023,27,0,1,71,soltero,1,0,1,15457.023636824999,7328.699499784504,3,0,,,,
3612,22000,0.2,80,6,09/09/2022,48,1,0,33,union libre,1,0,1,5000,5000,4,0,83557.28773235778,4,40,544
3613,34000,0.3,60,18,26/11/2022,41,0,0,18,casado,0,0,0,14400.20764175569,5343.190297412541,4,0,,,,
3614,15000,0.1,60,6,16/08/2022,120,0,0,43,casado,1,0,1,20838.53002803618,11595.69558964049,2,0,,,,
3615,45000,0.2,120,6,25/08/2022,0,0,0,35,soltero,1,1,1,5000,2811.2712048865983,1,0,79352.64596132308,0,45,583
3616,50000,0.2,80,6,21/07/2022,0,1,0,55,divorciado,1,0,1,5000,5000,1,1,,,,
3617,60000,0.3,80,24,15/04/2023,34,0,1,47,divorciado,0,0,1,41712.35607331951,33182.32139,2,0,14004.250965772584,1,25,530
3618,45000,0.3,80,12,02/08/2022,45,0,0,55,divorciado,0,1,1,27432.76667221506,19192.15748996201,2,0,,,,
3619,22000,0.3,120,12,11/05/2023,26,0,0,21,divorciado,0,1,1,27523.069793439314,14766.342832188902,0,1,,,,
3620,50000,0.1,80,12,16/05/2023,149,1,0,42,casado,1,0,0,12073.799393621826,9201.687023672432,4,0,47434.66121404384,0,24,662
3621,22000,0.4,120,6,23/12/2022,106,0,0,45,soltero,1,1,1,38462.31551813804,17687.69641331435,0,0,39487.102337850476,0,27,450
3622,22000,0.2,120,6,18/05/2023,94,1,0,59,soltero,1,1,1,7261.657212,6722.524683393994,2,0,,,,
3623,60000,0.3,80,18,07/11/2022,60,1,0,78,casado,1,0,1,24906.787919276125,18117.070236687203,1,0,,,,
3624,45000,0.1,120,18,15/11/2022,12,0,0,51,soltero,0,0,1,31690.67817886876,21730.698721398374,1,0,,,,
3625,15000,0.3,60,6,14/03/2023,16,1,0,45,casado,1,0,1,5000,5000,1,0,27117.512759395562,0,29,575
3626,15000,0.3,120,24,06/03/2023,62,1,1,36,union libre,1,1,1,24677.07928925137,15745.684845482632,0,1,94873.68048774217,1,46,497
3627,15000,0.1,120,12,29/01/2023,40,1,0,46,divorciado,1,0,1,11163.070053375654,10770.16829775269,4,1,70314.08293,0,89,423
3628,60000,0.1,80,18,01/04/2023,173,0,1,32,union libre,1,0,1,14301.699492626745,5181.920251333363,4,0,45007.02463119746,2,54,695
3629,34000,0.4,120,24,28/05/2023,32,0,1,47,casado,0,0,0,15439.889969152222,7477.716474474952,1,1,85325.74101342207,1,84,574
3630,15000,0.1,120,12,14/08/2022,116,0,0,43,casado,1,0,1,37196.495235786526,12785.040272452447,0,0,81041.19746505108,0,7,607
3631,60000,0.2,120,6,26/04/2023,171,0,0,24,union libre,1,1,1,45217.12065,35243.15592023795,0,0,,,,
3632,22000,0.3,60,12,29/06/2023,29,1,0,43,divorciado,1,0,1,27971.323855629977,21494.312102903918,0,1,60834.44373256302,4,16,629
3633,50000,0.4,80,18,14/06/2023,44,0,1,50,divorciado,0,0,0,43340.58132,26453.966606772872,2,0,,,,
3634,34000,0.2,80,6,26/03/2023,39,0,0,44,casado,1,0,0,48490.05302672199,19513.76557031001,1,0,,,,
3635,60000,0.2,60,6,08/01/2023,27,1,0,55,casado,1,0,1,13633.209671117307,7517.577605291985,1,0,,,,
3636,60000,0.3,80,6,12/11/2022,44,0,0,44,casado,0,1,1,32468.443940483736,12086.133151155227,1,0,,,,
3637,45000,0.2,60,6,17/12/2022,44,0,0,59,casado,1,0,1,40039.519534539155,22744.841998639236,3,0,,,,
3638,60000,0.1,80,24,16/12/2022,23,1,1,55,casado,1,0,1,5000,5000,0,0,,,,
3639,34000,0.2,120,6,23/05/2023,15,1,0,49,divorciado,1,0,1,36833.64939844282,13228.687102377033,1,1,49123.710029852584,0,89,597
3640,15000,0.3,80,18,14/06/2023,44,1,1,36,casado,1,0,1,34230.01028161094,15314.131497443117,2,0,,,,
3641,15000,0.4,120,12,04/09/2022,3,1,0,50,soltero,1,1,1,6615.661862263354,6126.348834969479,4,1,,,,
3642,60000,0.2,80,6,20/09/2022,0,0,0,18,divorciado,1,0,0,73045.92938109457,47993.61326142183,2,0,50539.34591872865,0,34,739
3643,60000,0.2,80,12,19/09/2022,0,0,0,37,divorciado,1,0,0,41918.19429320947,31312.468575835628,1,0,,,,
3644,50000,0.3,80,18,06/06/2023,44,0,1,37,soltero,0,0,0,27710.717317577884,18746.47119577671,2,0,5573.193081878601,1,52,648
3645,15000,0.4,120,18,22/09/2022,37,0,0,23,divorciado,0,0,0,5000,2812.368875427237,4,0,,,,
3646,60000,0.2,120,24,12/04/2023,47,1,1,39,soltero,1,1,1,19576.508557827638,11675.819115156548,3,0,,,,
3647,15000,0.4,120,18,30/03/2023,41,0,1,49,divorciado,1,0,0,36329.50684704611,24611.68552,0,0,,,,
3648,50000,0.4,60,18,04/09/2022,40,0,0,42,divorciado,1,0,0,34614.28259471239,12212.606691680483,1,0,,,,
3649,50000,0.4,120,12,26/04/2023,39,0,0,41,soltero,1,1,1,10340.289683101706,4899.693815680499,2,0,71976.81349814308,3,1,556
3650,45000,0.1,60,24,13/02/2023,26,0,1,43,divorciado,1,0,1,20079.13392548876,9115.841581294086,2,0,25618.04709754662,1,3,506
3651,60000,0.1,60,12,06/09/2022,40,0,0,41,casado,1,0,0,40202.716124227736,19281.69429921566,1,0,,,,
3652,15000,0.2,60,6,26/05/2023,155,0,0,54,casado,1,0,0,38889.60723328235,18074.509704890817,1,0,,,,
3653,45000,0.4,80,18,14/09/2022,166,0,0,41,soltero,1,0,0,44133.088581713826,30213.064861072206,2,0,,,,
3654,22000,0.1,120,12,10/12/2022,175,1,0,28,casado,0,0,1,17536.119511226923,8040.519814201495,1,1,,,,
3655,50000,0.3,80,24,13/12/2022,129,1,1,71,casado,1,0,0,22881.205774416434,18255.350495316845,1,0,,,,
3656,22000,0.2,60,24,07/02/2023,44,1,1,53,divorciado,1,1,1,22452.73513030779,18597.965543837363,3,1,,,,
3657,22000,0.2,120,12,07/02/2023,43,0,0,32,casado,0,0,1,31416.192263923498,17136.367697738613,1,0,,,,
3658,45000,0.2,60,6,23/12/2022,166,0,0,24,casado,0,0,0,7049.327253118456,2488.936808740406,2,0,52848.98513493173,1,52,651
3659,22000,0.4,60,12,18/03/2023,31,0,0,44,divorciado,0,0,0,52806.58709777045,31034.62237,3,0,,,,
3660,60000,0.2,80,6,02/09/2022,29,0,0,38,casado,0,1,1,43826.108668531655,31136.94635549819,2,0,14860.45829444734,2,13,535
3661,34000,0.4,120,24,05/11/2022,47,0,1,58,divorciado,1,0,0,36345.93266,16164.37231680905,1,0,36720.33012871277,0,16,541
3662,60000,0.1,120,18,04/12/2022,39,0,0,35,union libre,0,1,1,9477.655334,6813.237272145422,0,0,49705.997194905525,4,50,476
